Agent_ID,Date,Hour,GROUP_NAME,CALLS_ANSWERED,RONA,LOGGED_ON_TIME,AVAILABLE_TIME,PER_AVAIL,HANDLED_CALLS_TIME,AVG_HANDLE_TIME,POD_NAME
16,2021-02-03,08,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,2592,0.7017,0,0,POD 1
12,2021-02-03,09,CN_SCH_SPECC_EN_SG,13,0,3456,864,0.2464,2592,0,POD 3
12,2021-02-03,09,CN_SCH_SPECC_SP_SG,0,0,3456,864,0.2464,0,0,POD 3
8,2021-02-03,09,CN_SCH_SPECC_POD_1_SG,7,0,3456,2592,0.7403,864,0,POD 1
8,2021-02-03,09,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,2592,0.7403,0,0,POD 1
14,2021-02-03,09,CN_SCH_SPECC_POD_2_SG,7,0,3456,1728,0.4587,864,0,POD 2
14,2021-02-03,09,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,1728,0.4587,0,0,POD 2
5,2021-02-03,09,CN_SCH_SPECC_POD_1_SG,4,0,3456,2592,0.6973,864,0,POD 1
5,2021-02-03,09,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,2592,0.6973,0,0,POD 1
18,2021-02-03,09,CN_SCH_SPECC_EN_SG,3,0,3456,864,0.1525,864,0,POD 3
18,2021-02-03,09,CN_SCH_SPECC_SP_SG,0,0,3456,864,0.1525,0,0,POD 3
4,2021-02-03,09,CN_SCH_SPECC_POD_2_SG,8,0,3456,1728,0.4778,1728,0,POD 2
4,2021-02-03,09,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,1728,0.4778,0,0,POD 2
1,2021-02-03,09,CN_SCH_SPECC_EN_SG,12,0,3456,864,0.3469,1728,0,POD 3
1,2021-02-03,09,CN_SCH_SPECC_SP_SG,1,0,3456,864,0.3469,0,0,POD 3
16,2021-02-03,09,CN_SCH_SPECC_POD_1_SG,5,0,3456,2592,0.7753,864,0,POD 1
16,2021-02-03,09,CN_SCH_SPECC_SP_POD_1_SG,1,0,3456,2592,0.7753,0,0,POD 1
12,2021-02-03,10,CN_SCH_SPECC_EN_SG,7,0,3456,864,0.3292,1728,0,POD 3
12,2021-02-03,10,CN_SCH_SPECC_SP_SG,0,0,3456,864,0.3292,0,0,POD 3
8,2021-02-03,10,CN_SCH_SPECC_POD_1_SG,6,0,3456,2592,0.6292,864,0,POD 1
8,2021-02-03,10,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,2592,0.6292,0,0,POD 1
14,2021-02-03,10,CN_SCH_SPECC_POD_2_SG,5,0,3456,2592,0.7017,864,0,POD 2
14,2021-02-03,10,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,2592,0.7017,0,0,POD 2
5,2021-02-03,10,CN_SCH_SPECC_POD_1_SG,6,1,3456,2592,0.7867000000000001,864,0,POD 1
5,2021-02-03,10,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,2592,0.7867000000000001,0,0,POD 1
18,2021-02-03,10,CN_SCH_SPECC_EN_SG,7,0,3456,864,0.32420000000000004,2592,0,POD 3
18,2021-02-03,10,CN_SCH_SPECC_SP_SG,0,0,3456,864,0.32420000000000004,0,0,POD 3
4,2021-02-03,10,CN_SCH_SPECC_POD_2_SG,4,0,3456,1728,0.5414,1728,0,POD 2
4,2021-02-03,10,CN_SCH_SPECC_SP_POD_2_SG,1,0,3456,1728,0.5414,0,0,POD 2
1,2021-02-03,10,CN_SCH_SPECC_EN_SG,3,0,3456,864,0.17190000000000003,864,0,POD 3
1,2021-02-03,10,CN_SCH_SPECC_SP_SG,0,0,3456,864,0.17190000000000003,0,0,POD 3
16,2021-02-03,10,CN_SCH_SPECC_POD_1_SG,5,0,3456,2592,0.7696999999999999,864,0,POD 1
16,2021-02-03,10,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,2592,0.7696999999999999,0,0,POD 1
12,2021-02-03,11,CN_SCH_SPECC_EN_SG,5,1,3456,1728,0.535,864,0,POD 3
12,2021-02-03,11,CN_SCH_SPECC_SP_SG,0,0,3456,1728,0.535,0,0,POD 3
8,2021-02-03,11,CN_SCH_SPECC_POD_1_SG,0,0,3456,0,0.0033,0,0,POD 1
8,2021-02-03,11,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,0,0.0033,0,0,POD 1
14,2021-02-03,11,CN_SCH_SPECC_POD_2_SG,5,0,3456,2592,0.6953,864,0,POD 2
14,2021-02-03,11,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,2592,0.6953,0,0,POD 2
5,2021-02-03,11,CN_SCH_SPECC_POD_1_SG,8,0,3456,1728,0.5433,1728,0,POD 1
5,2021-02-03,11,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,1728,0.5433,0,0,POD 1
18,2021-02-03,11,CN_SCH_SPECC_EN_SG,6,0,3456,1728,0.4658,1728,0,POD 3
18,2021-02-03,11,CN_SCH_SPECC_SP_SG,0,0,3456,1728,0.4658,0,0,POD 3
4,2021-02-03,11,CN_SCH_SPECC_POD_2_SG,3,0,3456,2592,0.7306,864,0,POD 2
4,2021-02-03,11,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,2592,0.7306,0,0,POD 2
1,2021-02-03,11,CN_SCH_SPECC_EN_SG,6,0,3456,1728,0.5111,1728,0,POD 3
1,2021-02-03,11,CN_SCH_SPECC_SP_SG,0,0,3456,1728,0.5111,0,0,POD 3
16,2021-02-03,11,CN_SCH_SPECC_POD_1_SG,11,0,3456,1728,0.5972,1728,0,POD 1
16,2021-02-03,11,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,1728,0.5972,0,0,POD 1
12,2021-02-03,12,CN_SCH_SPECC_EN_SG,0,0,3456,0,0.0867,0,0,POD 3
12,2021-02-03,12,CN_SCH_SPECC_SP_SG,0,0,3456,0,0.0867,0,0,POD 3
8,2021-02-03,12,CN_SCH_SPECC_POD_1_SG,7,0,3456,2592,0.6331,864,0,POD 1
8,2021-02-03,12,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,2592,0.6331,0,0,POD 1
14,2021-02-03,12,CN_SCH_SPECC_POD_2_SG,5,0,3456,1728,0.5333,864,0,POD 2
14,2021-02-03,12,CN_SCH_SPECC_SP_POD_2_SG,1,0,3456,1728,0.5333,864,864,POD 2
5,2021-02-03,12,CN_SCH_SPECC_POD_1_SG,7,1,3456,2592,0.6597,864,0,POD 1
5,2021-02-03,12,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,2592,0.6597,0,0,POD 1
18,2021-02-03,12,CN_SCH_SPECC_EN_SG,9,0,3456,864,0.1936,2592,0,POD 3
18,2021-02-03,12,CN_SCH_SPECC_SP_SG,0,0,3456,864,0.1936,0,0,POD 3
4,2021-02-03,12,CN_SCH_SPECC_POD_2_SG,4,0,3456,0,0.0358,864,0,POD 2
4,2021-02-03,12,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,0,0.0358,0,0,POD 2
1,2021-02-03,12,CN_SCH_SPECC_EN_SG,3,0,3456,864,0.1225,864,0,POD 3
1,2021-02-03,12,CN_SCH_SPECC_SP_SG,0,0,3456,864,0.1225,0,0,POD 3
16,2021-02-03,12,CN_SCH_SPECC_POD_1_SG,1,0,3456,0,0.0011,0,0,POD 1
16,2021-02-03,12,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,0,0.0011,0,0,POD 1
12,2021-02-03,13,CN_SCH_SPECC_EN_SG,6,0,3456,1728,0.5314,864,0,POD 3
12,2021-02-03,13,CN_SCH_SPECC_SP_SG,0,0,3456,1728,0.5314,0,0,POD 3
8,2021-02-03,13,CN_SCH_SPECC_EN_SG,1,0,0,0,0.005699999999999999,0,0,POD 3
8,2021-02-03,13,CN_SCH_SPECC_POD_1_SG,8,0,3456,2592,0.6014,864,0,POD 1
8,2021-02-03,13,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,2592,0.6014,0,0,POD 1
14,2021-02-03,13,CN_SCH_SPECC_POD_2_SG,3,0,1728,864,0.5362,864,0,POD 2
14,2021-02-03,13,CN_SCH_SPECC_SP_POD_2_SG,0,0,1728,864,0.5362,0,0,POD 2
5,2021-02-03,13,CN_SCH_SPECC_POD_1_SG,0,0,3456,0,0.0547,0,0,POD 1
5,2021-02-03,13,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,0,0.0547,0,0,POD 1
18,2021-02-03,13,CN_SCH_SPECC_EN_SG,0,0,0,0,0.0,0,0,POD 3
18,2021-02-03,13,CN_SCH_SPECC_SP_SG,0,0,0,0,0.0,0,0,POD 3
4,2021-02-03,13,CN_SCH_SPECC_POD_2_SG,4,0,3456,1728,0.38,864,0,POD 2
4,2021-02-03,13,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,1728,0.38,0,0,POD 2
1,2021-02-03,13,CN_SCH_SPECC_EN_SG,6,0,3456,1728,0.44670000000000004,864,0,POD 3
1,2021-02-03,13,CN_SCH_SPECC_SP_SG,0,0,3456,1728,0.44670000000000004,0,0,POD 3
16,2021-02-03,13,CN_SCH_SPECC_POD_1_SG,9,0,3456,1728,0.5871999999999999,864,0,POD 1
16,2021-02-03,13,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,1728,0.5871999999999999,0,0,POD 1
12,2021-02-03,14,CN_SCH_SPECC_EN_SG,4,0,3456,1728,0.3858,864,0,POD 3
12,2021-02-03,14,CN_SCH_SPECC_SP_SG,0,0,3456,1728,0.3858,0,0,POD 3
8,2021-02-03,14,CN_SCH_SPECC_POD_1_SG,7,0,3456,2592,0.6847,864,0,POD 1
8,2021-02-03,14,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,2592,0.6847,0,0,POD 1
14,2021-02-03,14,CN_SCH_SPECC_POD_2_SG,3,0,1728,1728,0.753,0,0,POD 2
14,2021-02-03,14,CN_SCH_SPECC_SP_POD_2_SG,0,0,1728,1728,0.753,0,0,POD 2
5,2021-02-03,14,CN_SCH_SPECC_POD_1_SG,6,0,3456,1728,0.5225,864,0,POD 1
5,2021-02-03,14,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,1728,0.5225,0,0,POD 1
4,2021-02-03,14,CN_SCH_SPECC_POD_2_SG,7,1,3456,2592,0.665,864,0,POD 2
4,2021-02-03,14,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,2592,0.665,0,0,POD 2
1,2021-02-03,14,CN_SCH_SPECC_EN_SG,7,0,3456,864,0.3267,1728,0,POD 3
1,2021-02-03,14,CN_SCH_SPECC_SP_SG,1,0,3456,864,0.3267,0,0,POD 3
16,2021-02-03,14,CN_SCH_SPECC_POD_1_SG,8,0,3456,2592,0.6822,1728,0,POD 1
16,2021-02-03,14,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,2592,0.6822,0,0,POD 1
12,2021-02-03,15,CN_SCH_SPECC_EN_SG,6,0,3456,1728,0.4244,2592,0,POD 3
12,2021-02-03,15,CN_SCH_SPECC_SP_SG,0,0,3456,1728,0.4244,0,0,POD 3
8,2021-02-03,15,CN_SCH_SPECC_POD_1_SG,5,0,3456,2592,0.8381000000000001,864,0,POD 1
8,2021-02-03,15,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,2592,0.8381000000000001,0,0,POD 1
14,2021-02-03,15,CN_SCH_SPECC_POD_2_SG,2,0,3456,3456,0.9003,0,0,POD 2
14,2021-02-03,15,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,3456,0.9003,0,0,POD 2
5,2021-02-03,15,CN_SCH_SPECC_POD_1_SG,2,0,3456,2592,0.7011,864,0,POD 1
5,2021-02-03,15,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,2592,0.7011,0,0,POD 1
4,2021-02-03,15,CN_SCH_SPECC_POD_2_SG,3,0,3456,2592,0.815,864,0,POD 2
4,2021-02-03,15,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,2592,0.815,0,0,POD 2
1,2021-02-03,15,CN_SCH_SPECC_EN_SG,6,0,3456,1728,0.5967,864,0,POD 3
1,2021-02-03,15,CN_SCH_SPECC_SP_SG,0,0,3456,1728,0.5967,0,0,POD 3
16,2021-02-03,15,CN_SCH_SPECC_POD_1_SG,4,0,3456,2592,0.7908,864,0,POD 1
16,2021-02-03,15,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,2592,0.7908,0,0,POD 1
12,2021-02-03,16,CN_SCH_SPECC_EN_SG,8,0,3456,864,0.2261,2592,0,POD 3
12,2021-02-03,16,CN_SCH_SPECC_SP_SG,0,0,3456,864,0.2261,0,0,POD 3
8,2021-02-03,16,CN_SCH_SPECC_POD_1_SG,9,0,3456,2592,0.6878,864,0,POD 1
8,2021-02-03,16,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,2592,0.6878,0,0,POD 1
14,2021-02-03,16,CN_SCH_SPECC_POD_2_SG,4,0,3456,2592,0.6297,864,0,POD 2
14,2021-02-03,16,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,2592,0.6297,0,0,POD 2
5,2021-02-03,16,CN_SCH_SPECC_POD_1_SG,7,0,3456,2592,0.7217,864,0,POD 1
5,2021-02-03,16,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,2592,0.7217,0,0,POD 1
4,2021-02-03,16,CN_SCH_SPECC_POD_2_SG,3,0,3456,2592,0.7006,864,0,POD 2
4,2021-02-03,16,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,2592,0.7006,0,0,POD 2
1,2021-02-03,16,CN_SCH_SPECC_EN_SG,0,0,0,0,0.0025,864,864,POD 3
1,2021-02-03,16,CN_SCH_SPECC_SP_SG,0,0,0,0,0.0025,0,0,POD 3
16,2021-02-03,16,CN_SCH_SPECC_POD_1_SG,1,0,864,864,0.6938,0,0,POD 1
16,2021-02-03,16,CN_SCH_SPECC_SP_POD_1_SG,0,0,864,864,0.6938,0,0,POD 1
12,2021-02-03,17,CN_SCH_SPECC_EN_SG,1,0,0,0,0.0192,0,0,POD 3
12,2021-02-03,17,CN_SCH_SPECC_SP_SG,0,0,0,0,0.0192,0,0,POD 3
8,2021-02-03,17,CN_SCH_SPECC_POD_1_SG,0,0,0,0,0.0,0,0,POD 1
8,2021-02-03,17,CN_SCH_SPECC_SP_POD_1_SG,0,0,0,0,0.0,0,0,POD 1
14,2021-02-03,17,CN_SCH_SPECC_POD_2_SG,2,0,1728,864,0.6823999999999999,864,0,POD 2
14,2021-02-03,17,CN_SCH_SPECC_SP_POD_2_SG,0,0,1728,864,0.6823999999999999,0,0,POD 2
5,2021-02-03,17,CN_SCH_SPECC_POD_1_SG,3,0,1728,864,0.5722999999999999,0,0,POD 1
5,2021-02-03,17,CN_SCH_SPECC_SP_POD_1_SG,1,0,1728,864,0.5722999999999999,864,864,POD 1
4,2021-02-03,17,CN_SCH_SPECC_POD_2_SG,0,0,0,0,0.2568,0,0,POD 2
4,2021-02-03,17,CN_SCH_SPECC_SP_POD_2_SG,0,0,0,0,0.2568,0,0,POD 2
13,2021-02-03,08,CN_SCH_SPECC_EN_SG,2,0,1728,864,0.7766,0,0,POD 3
13,2021-02-03,08,CN_SCH_SPECC_SP_SG,0,0,1728,864,0.7766,0,0,POD 3
13,2021-02-03,09,CN_SCH_SPECC_EN_SG,11,1,3456,864,0.2097,1728,0,POD 3
13,2021-02-03,09,CN_SCH_SPECC_SP_SG,0,0,3456,864,0.2097,0,0,POD 3
13,2021-02-03,10,CN_SCH_SPECC_EN_SG,9,0,3456,864,0.2547,1728,0,POD 3
13,2021-02-03,10,CN_SCH_SPECC_SP_SG,0,0,3456,864,0.2547,0,0,POD 3
13,2021-02-03,11,CN_SCH_SPECC_EN_SG,6,0,3456,1728,0.4747,864,0,POD 3
13,2021-02-03,11,CN_SCH_SPECC_SP_SG,0,0,3456,1728,0.4747,0,0,POD 3
13,2021-02-03,12,CN_SCH_SPECC_EN_SG,8,0,3456,864,0.29719999999999996,1728,0,POD 3
13,2021-02-03,12,CN_SCH_SPECC_SP_SG,1,0,3456,864,0.29719999999999996,0,0,POD 3
13,2021-02-03,13,CN_SCH_SPECC_EN_SG,1,0,3456,864,0.18030000000000002,0,0,POD 3
13,2021-02-03,13,CN_SCH_SPECC_SP_SG,0,0,3456,864,0.18030000000000002,0,0,POD 3
13,2021-02-03,14,CN_SCH_SPECC_EN_SG,5,0,3456,1728,0.385,864,0,POD 3
13,2021-02-03,14,CN_SCH_SPECC_SP_SG,1,0,3456,1728,0.385,0,0,POD 3
13,2021-02-03,15,CN_SCH_SPECC_EN_SG,8,0,3456,1728,0.4628,1728,0,POD 3
13,2021-02-03,15,CN_SCH_SPECC_SP_SG,0,0,3456,1728,0.4628,864,864,POD 3
13,2021-02-03,16,CN_SCH_SPECC_EN_SG,12,0,3456,864,0.3114,1728,0,POD 3
13,2021-02-03,16,CN_SCH_SPECC_SP_SG,1,0,3456,864,0.3114,0,0,POD 3
13,2021-02-03,17,CN_SCH_SPECC_EN_SG,0,0,0,0,0.0,0,0,POD 3
13,2021-02-03,17,CN_SCH_SPECC_SP_SG,0,0,0,0,0.0,0,0,POD 3
2,2021-02-03,08,CN_SCH_SPECC_EN_SG,1,0,1728,1728,0.7234999999999999,0,0,POD 3
2,2021-02-03,08,CN_SCH_SPECC_SP_SG,0,0,1728,1728,0.7234999999999999,0,0,POD 3
2,2021-02-03,09,CN_SCH_SPECC_EN_SG,8,0,3456,864,0.22719999999999999,1728,0,POD 3
2,2021-02-03,09,CN_SCH_SPECC_SP_SG,1,0,3456,864,0.22719999999999999,864,864,POD 3
2,2021-02-03,10,CN_SCH_SPECC_EN_SG,6,0,3456,864,0.2339,1728,0,POD 3
2,2021-02-03,10,CN_SCH_SPECC_SP_SG,0,0,3456,864,0.2339,0,0,POD 3
2,2021-02-03,11,CN_SCH_SPECC_EN_SG,7,0,3456,1728,0.4903,864,0,POD 3
2,2021-02-03,11,CN_SCH_SPECC_SP_SG,0,0,3456,1728,0.4903,0,0,POD 3
2,2021-02-03,12,CN_SCH_SPECC_EN_SG,3,0,3456,0,0.0342,864,0,POD 3
2,2021-02-03,12,CN_SCH_SPECC_SP_SG,0,0,3456,0,0.0342,0,0,POD 3
2,2021-02-03,13,CN_SCH_SPECC_EN_SG,9,1,3456,1728,0.4175,1728,0,POD 3
2,2021-02-03,13,CN_SCH_SPECC_SP_SG,0,0,3456,1728,0.4175,0,0,POD 3
2,2021-02-03,14,CN_SCH_SPECC_EN_SG,6,0,3456,1728,0.42060000000000003,1728,0,POD 3
2,2021-02-03,14,CN_SCH_SPECC_SP_SG,0,0,3456,1728,0.42060000000000003,0,0,POD 3
2,2021-02-03,15,CN_SCH_SPECC_EN_SG,8,0,3456,1728,0.5710999999999999,1728,0,POD 3
2,2021-02-03,15,CN_SCH_SPECC_SP_SG,0,0,3456,1728,0.5710999999999999,0,0,POD 3
2,2021-02-03,16,CN_SCH_SPECC_EN_SG,10,1,3456,864,0.2669,1728,0,POD 3
2,2021-02-03,16,CN_SCH_SPECC_SP_SG,0,0,3456,864,0.2669,0,0,POD 3
2,2021-02-03,17,CN_SCH_SPECC_EN_SG,0,0,0,0,0.1326,864,864,POD 3
2,2021-02-03,17,CN_SCH_SPECC_SP_SG,0,0,0,0,0.1326,0,0,POD 3
11,2021-02-03,08,CN_SCH_SPECC_POD_2_SG,6,0,3456,2592,0.6475,864,0,POD 2
11,2021-02-03,08,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,2592,0.6475,0,0,POD 2
11,2021-02-03,09,CN_SCH_SPECC_POD_2_SG,7,0,3456,2592,0.6211,864,0,POD 2
11,2021-02-03,09,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,2592,0.6211,0,0,POD 2
11,2021-02-03,10,CN_SCH_SPECC_EN_SG,1,0,0,0,0.0,0,0,POD 3
11,2021-02-03,10,CN_SCH_SPECC_POD_2_SG,5,0,3456,2592,0.6547,864,0,POD 2
11,2021-02-03,10,CN_SCH_SPECC_SP_POD_2_SG,1,0,3456,2592,0.6547,0,0,POD 2
11,2021-02-03,11,CN_SCH_SPECC_POD_2_SG,0,0,3456,864,0.2525,0,0,POD 2
11,2021-02-03,11,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,864,0.2525,0,0,POD 2
11,2021-02-03,12,CN_SCH_SPECC_POD_2_SG,8,0,3456,864,0.3231,1728,0,POD 2
11,2021-02-03,12,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,864,0.3231,0,0,POD 2
11,2021-02-03,13,CN_SCH_SPECC_POD_2_SG,7,0,3456,2592,0.6092,864,0,POD 2
11,2021-02-03,13,CN_SCH_SPECC_SP_POD_2_SG,1,0,3456,2592,0.6092,0,0,POD 2
11,2021-02-03,14,CN_SCH_SPECC_POD_2_SG,6,0,3456,1728,0.5908,864,0,POD 2
11,2021-02-03,14,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,1728,0.5908,0,0,POD 2
11,2021-02-03,15,CN_SCH_SPECC_POD_2_SG,3,0,3456,2592,0.8117,864,0,POD 2
11,2021-02-03,15,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,2592,0.8117,0,0,POD 2
11,2021-02-03,16,CN_SCH_SPECC_POD_2_SG,1,0,864,864,0.5837,0,0,POD 2
11,2021-02-03,16,CN_SCH_SPECC_SP_POD_2_SG,0,0,864,864,0.5837,0,0,POD 2
6,2021-02-03,08,CN_SCH_SPECC_POD_2_SG,1,0,1728,864,0.6507999999999999,0,0,POD 2
6,2021-02-03,08,CN_SCH_SPECC_SP_POD_2_SG,0,0,1728,864,0.6507999999999999,0,0,POD 2
6,2021-02-03,09,CN_SCH_SPECC_POD_2_SG,3,0,3456,864,0.27190000000000003,864,0,POD 2
6,2021-02-03,09,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,864,0.27190000000000003,0,0,POD 2
6,2021-02-03,10,CN_SCH_SPECC_EN_SG,1,0,864,0,0.0022,864,864,POD 3
6,2021-02-03,10,CN_SCH_SPECC_POD_2_SG,3,0,3456,1728,0.4814,864,0,POD 2
6,2021-02-03,10,CN_SCH_SPECC_SP_POD_2_SG,1,0,3456,1728,0.4814,0,0,POD 2
6,2021-02-03,11,CN_SCH_SPECC_POD_2_SG,4,0,3456,2592,0.7094,864,0,POD 2
6,2021-02-03,11,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,2592,0.7094,0,0,POD 2
6,2021-02-03,12,CN_SCH_SPECC_POD_2_SG,0,0,3456,0,0.014199999999999999,0,0,POD 2
6,2021-02-03,12,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,0,0.014199999999999999,0,0,POD 2
6,2021-02-03,13,CN_SCH_SPECC_POD_2_SG,5,0,3456,1728,0.5328,864,0,POD 2
6,2021-02-03,13,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,1728,0.5328,0,0,POD 2
6,2021-02-03,14,CN_SCH_SPECC_POD_2_SG,6,0,3456,1728,0.4569,1728,0,POD 2
6,2021-02-03,14,CN_SCH_SPECC_SP_POD_2_SG,1,0,3456,1728,0.4569,0,0,POD 2
6,2021-02-03,15,CN_SCH_SPECC_POD_2_SG,3,0,3456,2592,0.8317,0,0,POD 2
6,2021-02-03,15,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,2592,0.8317,0,0,POD 2
6,2021-02-03,16,CN_SCH_SPECC_POD_2_SG,5,0,3456,2592,0.6203,864,0,POD 2
6,2021-02-03,16,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,2592,0.6203,0,0,POD 2
6,2021-02-03,17,CN_SCH_SPECC_POD_2_SG,0,0,0,0,0.20829999999999999,0,0,POD 2
6,2021-02-03,17,CN_SCH_SPECC_SP_POD_2_SG,0,0,0,0,0.20829999999999999,0,0,POD 2
12,2021-02-04,08,CN_SCH_SPECC_EN_SG,3,0,1728,0,0.251,864,0,POD 3
12,2021-02-04,08,CN_SCH_SPECC_SP_SG,0,0,1728,0,0.251,0,0,POD 3
8,2021-02-04,08,CN_SCH_SPECC_POD_1_SG,1,0,1728,1728,0.9838,0,0,POD 1
8,2021-02-04,08,CN_SCH_SPECC_SP_POD_1_SG,0,0,1728,1728,0.9838,0,0,POD 1
3,2021-02-04,08,CN_SCH_SPECC_EN_SG,3,0,864,0,0.0683,864,0,POD 3
3,2021-02-04,08,CN_SCH_SPECC_POD_2_SG,1,0,864,0,0.2413,864,864,POD 2
3,2021-02-04,08,CN_SCH_SPECC_SP_POD_2_SG,0,0,864,0,0.2413,0,0,POD 2
3,2021-02-04,08,CN_SCH_SPECC_SP_SG,0,0,864,0,0.0683,0,0,POD 3
4,2021-02-04,08,CN_SCH_SPECC_POD_2_SG,8,0,1728,0,0.0925,864,0,POD 2
4,2021-02-04,08,CN_SCH_SPECC_SP_POD_2_SG,1,0,1728,0,0.0925,0,0,POD 2
16,2021-02-04,08,CN_SCH_SPECC_POD_1_SG,6,0,3456,2592,0.7622,864,0,POD 1
16,2021-02-04,08,CN_SCH_SPECC_POD_2_SG,1,0,0,0,0.0,0,0,POD 2
16,2021-02-04,08,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,2592,0.7622,0,0,POD 1
12,2021-02-04,09,CN_SCH_SPECC_EN_SG,7,0,3456,864,0.32030000000000003,1728,0,POD 3
12,2021-02-04,09,CN_SCH_SPECC_SP_SG,0,0,3456,864,0.32030000000000003,0,0,POD 3
8,2021-02-04,09,CN_SCH_SPECC_POD_1_SG,7,0,3456,2592,0.6647,864,0,POD 1
8,2021-02-04,09,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,2592,0.6647,0,0,POD 1
14,2021-02-04,09,CN_SCH_SPECC_POD_2_SG,4,1,3456,1728,0.5638000000000001,864,0,POD 2
14,2021-02-04,09,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,1728,0.5638000000000001,0,0,POD 2
3,2021-02-04,09,CN_SCH_SPECC_POD_2_SG,6,0,3456,1728,0.5472,864,0,POD 2
3,2021-02-04,09,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,1728,0.5472,0,0,POD 2
5,2021-02-04,09,CN_SCH_SPECC_POD_1_SG,5,0,2592,1728,0.6618999999999999,864,0,POD 1
5,2021-02-04,09,CN_SCH_SPECC_SP_POD_1_SG,0,0,2592,1728,0.6618999999999999,0,0,POD 1
18,2021-02-04,09,CN_SCH_SPECC_EN_SG,9,0,3456,1728,0.4125,1728,0,POD 3
18,2021-02-04,09,CN_SCH_SPECC_SP_SG,0,0,3456,1728,0.4125,0,0,POD 3
4,2021-02-04,09,CN_SCH_SPECC_POD_2_SG,3,0,3456,1728,0.58,864,0,POD 2
4,2021-02-04,09,CN_SCH_SPECC_SP_POD_2_SG,2,0,3456,1728,0.58,864,864,POD 2
16,2021-02-04,09,CN_SCH_SPECC_POD_1_SG,6,0,3456,2592,0.6356,864,0,POD 1
16,2021-02-04,09,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,2592,0.6356,0,0,POD 1
12,2021-02-04,10,CN_SCH_SPECC_EN_SG,14,0,3456,864,0.32030000000000003,1728,0,POD 3
12,2021-02-04,10,CN_SCH_SPECC_SP_SG,1,0,3456,864,0.32030000000000003,0,0,POD 3
8,2021-02-04,10,CN_SCH_SPECC_POD_1_SG,7,0,3456,2592,0.6139,864,0,POD 1
8,2021-02-04,10,CN_SCH_SPECC_SP_POD_1_SG,0,0,3456,2592,0.6139,0,0,POD 1
14,2021-02-04,10,CN_SCH_SPECC_POD_2_SG,8,0,3456,1728,0.5207999999999999,1728,0,POD 2
14,2021-02-04,10,CN_SCH_SPECC_SP_POD_2_SG,0,0,3456,1728,0.5206000000000001,0,0,POD 2
3,2021-02-04,10,CN_SCH_SPECC_POD_2_SG,7,0,3456,1728,0.5228,1728,0,POD 2
