Date,Agent_ID,Break[10003],Extended Wrap Up[10048],Go To Logout[10025],Lunch[10001],Undefined[0],CTI Failure[50002],Outbound Calls[32],RONA[32767],Administration[11043],Computer Issues[10030],Meeting[10007],[50003],Training[10005],[32762],[999],Member Facing Work[11494],Missed Tasks[50010]
2/9/21,2,40.0,3.9,0.2,59.2,0.6,,,,45.5,,0.1,,,,,,
2/9/21,6,11.5,13.9,0.1,74.5,0.1,,,,,,,,,,,,
2/9/21,5,16.8,21.1,0.0,51.6,10.4,,,,,,,,,,,,
2/9/21,14,,95.9,2.7,,1.4,,,,,,,,,,,,
2/9/21,18,26.1,73.6,0.1,,0.1,,,,,,,,,,,,
2/9/21,14,,99.4,0.3,,0.4,,,,,,,,,,,,
2/10/21,4,5.3,,0.1,76.5,18.1,,,,,,,,,,,,
2/10/21,12,12.0,13.9,0.2,62.8,9.4,,,0.0,1.7,,,,,,,,
2/10/21,11,6.8,5.5,0.1,75.4,8.3,,,,4.0,,,,,,,,
2/10/21,2,40.7,22.8,0.2,58.7,0.4,,,,,,,,,,,,
2/10/21,18,44.4,55.3,0.2,58.7,0.2,,,,,,,,,,,,
2/10/21,14,,99.0,0.5,,0.4,,,,0.2,,,,,,,,
2/10/21,14,,82.7,1.0,,0.6,,,14.0,0.4,1.3,,,,,,,
2/11/21,12,18.5,4.9,0.1,61.6,15.0,,,,,,,,,,,,
2/11/21,4,4.4,,0.1,79.3,16.2,,,,,,,,,,,,
2/11/21,11,6.7,3.8,0.0,40.0,7.8,,,,41.8,,,,,,,,
2/11/21,16,10.5,0.8,0.0,38.7,1.8,,,,0.0,,48.2,,,,,,
2/11/21,2,26.6,11.6,0.1,31.6,0.7,2.7,,,41.1,,42.7,,,,,,
2/11/21,13,25.2,28.4,0.1,60.5,2.8,,0.5,1.3,10.2,,,,,,,,
2/11/21,5,11.1,5.1,0.0,41.0,0.1,,,,,,42.8,,,0.0,,,
2/11/21,14,62.8,33.4,0.4,,0.3,,,,3.2,,,,,,,,
2/11/21,14,39.1,59.3,1.0,,0.6,,,,,,,,,,,,
2/12/21,4,,6.5,0.2,80.5,12.8,,,,,,,,,,,,
2/12/21,12,7.0,2.0,0.1,46.6,4.8,,,,39.6,,,,,,,,
2/12/21,11,2.6,,0.0,32.0,10.7,,,,54.7,,,,,,,,
2/12/21,16,7.7,2.2,0.1,32.6,3.4,,,,,,53.9,,,,,,
2/12/21,3,9.3,19.2,0.1,70.9,0.6,,,,,,,,,,,,
2/12/21,6,5.3,11.5,0.0,29.2,0.1,,,,53.8,,,,,0.0,,,
2/12/21,13,9.2,19.1,2.7,64.2,1.0,,,3.8,,,,,,,,,
2/12/21,8,13.8,3.5,0.1,82.6,0.1,,,,,,,,,,,,
2/12/21,7,,21.9,0.1,77.0,0.3,,,,0.8,,,,,,,,
2/12/21,18,60.8,38.4,0.4,30.6,0.4,,,0.0,0.0,,49.3,,,,,,
2/16/21,16,7.6,2.5,0.1,73.7,16.1,,,,,,,,,,,,
2/16/21,11,13.5,5.9,0.1,80.4,0.1,,,,,,,,,,,,
2/16/21,2,42.5,30.7,0.1,56.5,0.4,,,0.5,1.1,,,,,,,,
2/16/21,12,18.2,19.0,0.1,62.7,0.1,,,6.9,,,,,,,,,
2/16/21,6,8.2,34.3,0.1,53.7,0.1,,,0.1,0.0,3.6,,,,,,,
2/16/21,18,37.4,62.2,0.2,,0.3,,,,,,,,,,,,
2/16/21,5,18.0,24.3,0.1,57.3,0.3,,,,0.0,,,,,,,,
2/16/21,14,,98.4,0.7,,0.6,,,,0.3,,,,,,,,
2/16/21,14,47.9,51.1,0.5,,0.5,,,,,,,,,,,,
2/17/21,16,2.8,1.6,7.8,,14.3,,,,,,73.6,,,,,,
2/17/21,11,,,,,100.0,,,,,,,0.0,,,,,
2/17/21,12,8.8,16.7,0.2,68.6,1.6,,,4.2,,0.1,,,,,,,
2/17/21,8,3.9,10.8,0.1,85.1,0.1,,,,,,,,,,,,
2/17/21,6,2.5,33.2,0.1,50.5,4.0,,,,9.7,,,,,,,,
2/17/21,4,8.3,,0.1,91.1,0.3,,,0.3,,,,,,,,,
2/17/21,13,24.8,5.4,0.1,68.3,0.2,,,1.2,,,,,,,,,
2/17/21,5,8.9,28.4,0.0,45.7,17.0,,,,,,,,,,,,
2/17/21,11,17.8,,0.2,76.6,0.1,,,,5.3,,,,,,,,
2/17/21,18,49.9,49.5,0.3,,0.3,,,,,,,,,,,,
2/17/21,14,18.0,79.6,0.9,,0.4,,,1.2,,,,,,,,,
2/17/21,16,48.9,29.6,0.2,,21.3,,,,,,,,,,,,
2/17/21,14,71.9,27.6,0.3,,0.3,,,,,,,,,,,,
2/17/21,12,75.2,15.9,0.9,,8.0,,,,,,,,,,,,
2/18/21,11,2.1,,0.0,40.1,10.1,,,,4.6,,43.1,,,,,,
2/18/21,16,6.1,8.0,0.1,72.8,13.0,,,,,,,,,,,,
2/18/21,1,12.8,18.8,0.1,67.3,0.9,,,0.0,2.0,,38.6,,,,,,
2/18/21,2,45.5,,0.1,54.4,0.1,,,,,,,,,,,,
2/18/21,8,4.2,1.6,0.5,93.6,0.1,,,0.0,2.7,,,,,,,,
2/18/21,6,16.5,21.1,0.1,62.2,0.1,,,,,,,,,,,,
2/18/21,4,7.9,,0.1,78.3,0.1,13.6,,,,,,,,,,,
2/18/21,18,67.2,32.3,0.2,,0.3,,,,,,,,,,,,
2/18/21,5,15.2,16.6,0.1,67.9,0.2,,,,,,,,,,,,
2/18/21,14,,96.3,2.2,,1.5,,,,,,,,,,,,
2/18/21,14,73.8,23.8,1.7,,0.7,,,,,,,,,,,,
2/19/21,16,,,,,0.4,99.6,,,,,,,,,,,
2/19/21,11,23.9,,0.0,58.2,12.9,,,,4.9,,,,,,,,
2/19/21,2,46.7,,0.2,52.3,0.8,,,,,,,,,,,,
2/19/21,8,3.8,13.0,0.1,83.0,0.1,1.7,,,,,,,,,,,
2/19/21,12,25.4,4.3,0.1,70.2,0.1,,,,,,,,,0.0,,,
2/19/21,4,7.5,13.8,0.3,78.1,0.3,,,0.0,,,,,,,,,
2/19/21,3,12.8,19.0,0.1,64.0,0.3,,1.8,,,2.0,,,,,,,
2/19/21,13,14.7,6.3,1.3,52.3,0.2,,,,25.3,,,,,,,,
2/19/21,5,9.1,27.8,0.1,62.5,0.4,,,0.1,,,,,,,,,
2/19/21,18,69.4,29.9,0.3,,0.4,,,,,,,,,,,,
2/19/21,14,,97.4,0.3,,0.6,,,1.7,,,,,,,,,
2/19/21,14,32.0,67.0,0.6,,0.4,,,,,,,,,,,,
2/21/21,16,,,,,100.0,,,,,,,,,,,,
2/22/21,4,,,,78.7,14.7,5.1,,,,1.5,,0.0,,,,,
2/22/21,12,52.6,22.1,,,25.2,,,,,,,0.0,,,,,
2/22/21,11,7.9,48.4,,,34.6,,,,9.1,,,,,,,,
2/22/21,16,12.6,13.6,,73.2,0.1,,,,0.6,,,,,,,,
2/22/21,1,36.3,9.1,,52.5,2.1,,,,,,,,,,,,
2/22/21,13,99.7,,,,0.2,,,,0.1,,,0.0,,,,,
2/22/21,6,19.3,29.4,,44.4,0.7,,,,6.2,,,,,,,,
2/22/21,8,7.8,11.9,,80.1,0.2,,,,,,,,,,,,
2/22/21,5,3.4,27.6,,,2.4,,,,66.6,,,0.0,,,,,
2/22/21,18,59.4,40.3,,,0.3,,,,,,,0.0,,,,,
2/22/21,14,15.1,83.7,0.4,,0.2,,,0.6,,,,,,,,,
2/22/21,12,57.8,39.0,1.2,,1.9,,,,,,,,,0.2,,,
2/22/21,13,,15.4,0.1,84.4,0.1,,,,,,,,,,,,
2/22/21,5,11.5,9.2,0.1,79.1,0.2,,,,,,,,,,,,
2/22/21,8,17.8,51.4,0.5,,0.5,29.8,,,,,,,,,,,
2/22/21,4,90.7,,7.1,,2.2,,,0.0,,,,,,,,,
2/22/21,18,,,54.6,,45.5,,,,,,,,,,,,
2/22/21,1,15.7,23.8,0.5,,59.9,,,,0.1,,,,,,,,
2/22/21,11,1.5,0.2,0.1,,0.7,,95.1,,,,2.5,,,,,,
2/22/21,16,43.3,27.0,0.8,,28.7,,,,0.3,,,,,,,,
2/22/21,6,13.2,59.8,0.3,21.8,4.8,,,,,,,,,,,,
2/22/21,14,15.2,81.6,0.3,,0.4,,,2.5,,,,,,,,,
2/23/21,4,5.7,0.9,0.1,71.9,15.0,,,6.5,,,,,,,,,
2/23/21,12,16.8,2.8,0.3,49.0,2.2,,,,,,28.9,,,,,,
2/23/21,11,0.7,1.6,0.0,24.7,3.8,,5.5,,63.7,,,,,,,,
2/23/21,1,20.6,7.1,0.3,70.5,1.5,,,,0.0,,,,,,,,
2/23/21,13,4.1,14.5,0.1,80.6,0.5,,,0.1,,,0.1,,,,,,
2/23/21,6,9.5,20.5,0.1,50.1,0.6,,,,19.3,,,,,,,,
2/23/21,8,7.7,4.5,0.5,87.0,0.1,,,0.1,,,,,,,,,
2/23/21,5,14.2,19.4,0.1,61.4,4.9,,,0.0,,,,,,,,,
2/23/21,18,36.8,62.8,0.2,,0.2,,,,,,,,,,,,
2/23/21,14,,98.2,1.1,,0.7,,,,,,,,,,,,
2/23/21,14,82.8,14.1,0.5,,0.3,,,2.4,,,,,,,,,
2/24/21,4,4.0,,0.1,40.7,9.6,,,0.0,,,0.1,,45.5,,,,
2/24/21,12,22.7,13.0,0.1,60.3,3.9,,,,,,,,,,,,
2/24/21,11,3.8,1.3,0.0,28.0,2.5,32.4,,,33.3,,,,,,,,
2/24/21,1,15.9,4.0,0.1,75.5,0.9,3.6,,,,,,,,,,,
2/24/21,8,1.7,6.1,0.1,41.4,0.1,,,,,,,,50.7,,,,
2/24/21,3,9.4,19.6,0.1,60.1,0.1,,0.1,,10.7,,,,,,,,
2/24/21,6,36.6,10.1,0.1,52.6,0.7,,,,,,,,,,,,
2/24/21,13,20.3,10.9,0.1,64.8,3.8,,,0.0,0.0,,,,,,,,
2/24/21,18,40.6,51.2,0.3,49.0,0.3,,,,7.6,,,,,,,,
2/24/21,14,,99.2,0.3,,0.4,,,,,,,,,,,,
2/24/21,14,78.4,21.0,0.3,,0.4,,,,,,,,,,,,
2/25/21,11,2.2,0.7,0.0,40.5,9.9,,,,46.7,,,,,,,,
2/25/21,12,10.3,5.9,0.0,36.0,3.5,,,,0.1,,,,44.2,,,,
2/25/21,16,4.1,5.1,0.0,40.2,3.1,,,,,,,,47.4,,,,
2/25/21,1,14.0,5.0,0.1,75.2,2.6,,,,3.2,,,,,,,,
2/25/21,6,7.8,29.0,0.1,62.8,0.3,,,,,,,,,,,,
2/25/21,13,23.1,20.5,0.1,52.0,0.4,,,3.5,0.4,,,,,,,,
2/25/21,7,3.3,36.5,0.1,58.4,1.7,,,,0.1,,,,,,,,
2/25/21,8,,,,,52.1,,,,,47.9,,0.0,,,,,
2/25/21,3,75.0,23.7,0.3,62.8,1.0,,,,,,,,,,,,
2/25/21,8,,,3.9,,14.2,,,,,81.9,,,,,,,
2/25/21,8,,,3.8,,3.2,,,,,14.8,,,,,78.2,,
2/25/21,8,,14.0,,56.7,0.6,,,,,24.0,,,,,4.6,,
2/25/21,18,32.6,48.7,0.4,,18.3,,,,,,,,,,,,
2/25/21,8,25.9,59.3,12.5,,2.3,,,,,,,,,,,,
2/25/21,11,,,86.8,,13.2,,,,,,,,,,,,
2/25/21,11,,,,,100.0,,,,,,,,,,,,
2/26/21,11,,,,35.1,57.0,,,,,,,,,,7.9,,
2/26/21,12,13.9,9.3,0.2,54.0,14.3,,,,,,,,2.5,,3.7,2.1,
2/26/21,1,4.0,11.8,0.1,33.5,1.5,0.6,,,0.0,,,,48.7,,,,
2/26/21,8,,,0.1,99.7,0.2,,,,,,,,,,,,
2/26/21,6,2.4,8.2,0.0,38.9,0.1,,,,,,50.5,,,,,,
2/26/21,3,2.4,1.7,0.0,37.0,0.1,,,,2.1,,56.6,,,,,,
2/26/21,7,3.0,23.4,0.1,73.4,0.2,,,,,,,,,,,,
2/26/21,16,51.3,12.5,0.3,,26.6,9.3,,,,,,0.0,,,,,
2/26/21,18,42.9,54.1,2.7,,0.3,,,,,,,,,,,,
2/26/21,5,10.3,4.1,0.0,35.7,0.4,,,0.0,,,49.5,,,,,,
2/26/21,13,29.9,5.1,0.1,61.4,0.1,,,,3.5,,,,,,,,
2/26/21,16,5.7,10.2,0.1,80.7,0.4,,,,,,,,,,3.0,,
2/26/21,11,14.4,,67.4,,1.4,,16.8,,,,,,,,,,
3/1/21,11,13.4,,0.4,79.6,5.7,,,,0.9,,,,,,,,
3/1/21,16,8.9,4.8,0.1,86.2,0.1,,,,,,,,,,,,
3/1/21,1,4.9,0.8,0.3,66.7,24.3,,,,,,,,,,3.1,,
3/1/21,4,5.9,,0.2,80.3,7.1,,3.4,,,,3.2,,,0.0,,,
3/1/21,3,,46.9,,,33.6,18.1,0.3,,0.4,,,,0.6,,,,
3/1/21,7,,6.7,0.1,28.8,2.2,,,,62.3,,,,,,,,
3/1/21,8,4.0,,0.1,77.4,0.1,,,,18.4,,,,,,,,
3/1/21,13,10.3,2.7,0.1,35.8,0.3,,,0.6,50.2,,,,,,,,
3/1/21,3,15.0,39.8,,,32.2,,,,0.1,13.0,,0.0,,,,,
3/1/21,5,,2.1,,,97.9,,,,,,,,,,,,
3/1/21,18,57.0,41.0,0.3,,1.7,,,,,,,,,,,,
3/1/21,5,20.6,16.8,0.1,55.4,0.1,,,0.1,,,,,,,7.1,,
3/1/21,14,,99.6,0.2,,0.2,,,,,,,,,,,,
3/1/21,3,,74.1,,,25.9,,,,,,,,,,,,
3/1/21,3,,33.6,,66.1,0.3,,,,,,,,,,,,
3/1/21,3,15.5,76.0,0.3,,0.6,,7.4,,,,,,,,,0.3,
3/1/21,14,14.2,85.2,0.3,,0.3,,,,,,,,,,,,
3/1/21,13,,,,,100.0,,,,,,,,,,,,
3/2/21,16,2.1,2.5,,77.1,17.7,,,,,,0.6,,,,,,
3/2/21,11,9.4,2.5,0.2,74.7,12.0,,0.4,,,,0.8,,,,,,
3/2/21,4,,,2.9,66.0,24.1,,2.1,0.0,,,,,,,5.0,,
3/2/21,13,,28.9,,,39.9,,,,31.2,,,,,,,,
3/2/21,12,7.2,8.7,0.1,49.5,4.2,,,,24.5,,0.5,,5.4,,,,
3/2/21,1,14.7,16.3,0.1,66.3,2.7,,,,,,,,,,,,
3/2/21,8,5.4,3.5,0.1,89.6,1.4,,,0.1,,,,,,,,,
3/2/21,18,77.3,21.9,0.4,,0.4,,,,,,,,,,,,
3/2/21,5,14.4,4.8,0.5,77.7,2.6,,,,,,,,,,,,
3/2/21,14,86.7,12.6,0.4,,0.3,,,,,,,,,,,,
3/2/21,6,,46.2,,,4.3,,,,,1.9,,,,,47.6,,
3/2/21,13,,4.4,,,95.6,,,,,,,,,,,,
3/2/21,7,,68.4,0.2,27.0,4.5,,,,,,,,,,,,
3/2/21,13,,,,,0.4,,,,99.7,,,,,,,,
3/2/21,13,4.6,9.9,0.5,68.4,0.1,,,,13.5,,,,,,2.9,,
3/2/21,6,4.7,14.5,0.2,72.8,7.7,,0.0,,,,,,,,,,
3/2/21,14,81.7,14.4,1.7,,2.2,,,,,,,,,,,,
3/2/21,16,,,37.5,,62.5,,,,,,,,,,,,
3/2/21,4,,,77.8,,22.2,,,,,,,,,,,,
3/2/21,11,77.2,38.6,3.7,,19.1,,,,,,,,,,,,
3/2/21,5,17.2,76.0,0.6,,6.1,,,,0.2,,,,,,,,
3/2/21,7,,,4.6,,11.7,,,13.7,,,70.0,,,,,,
3/2/21,16,18.5,,1.3,,80.3,,,,,,,,,,,,
3/2/21,13,,48.4,0.6,,2.3,,,,48.8,,,,,,,,
3/2/21,6,,96.8,0.8,,2.3,,,,,,,,,,,,
3/2/21,12,,,36.4,,63.6,,,,,,,,,,,,
3/2/21,11,,,6.7,,93.3,,,,,,,,,,,,
3/3/21,11,4.2,7.6,0.1,67.8,20.3,,,,,,,,,,,,
3/3/21,16,10.5,7.4,0.1,55.4,18.7,,,,,,7.6,,,,0.3,,
3/3/21,1,,70.0,0.4,,29.5,,,,,,,,,0.1,,,
3/3/21,13,18.9,17.9,0.1,56.7,3.3,,,3.2,,,,,,,,,
3/3/21,12,12.8,12.7,0.9,59.7,3.5,,,0.9,,,9.5,,,,,,
3/3/21,6,0.4,8.2,0.0,20.0,0.8,,,,46.9,,23.8,,,,,,
3/3/21,4,0.4,,0.1,91.9,0.1,,7.0,0.6,,,,,,,,,
3/3/21,1,8.5,8.4,0.1,82.9,0.2,,,,,,,,,0.0,,,
3/3/21,18,37.6,61.7,0.3,,0.4,,,,,,,,,,,,
3/3/21,5,16.8,17.9,0.1,65.0,0.3,,,0.1,,,,,,,,,
3/3/21,14,27.6,71.3,0.6,,0.6,,,,,,,,,,,,
3/3/21,14,9.1,90.3,0.3,,0.3,,,,,,,,,,,,
3/4/21,11,,,,,100.0,,,,,,,,,,,,
3/4/21,11,5.9,,,,63.9,,,,,,,0.0,,,30.2,,
3/4/21,16,15.8,3.4,0.1,69.1,11.7,,,,,,,,,,,,
3/4/21,1,6.0,6.6,0.1,75.2,12.1,,,,,,,,,,,,
3/4/21,13,19.5,12.2,0.2,62.4,4.5,,,1.3,,,,,,,,,
3/4/21,4,,,,7.5,41.6,,50.9,,,,,,,,,,
3/4/21,6,2.4,11.3,0.0,36.0,0.7,,,1.3,49.7,,,,,,,,
3/4/21,12,,17.4,,,8.4,,,,,74.2,,,,,,,
3/4/21,7,,20.1,2.8,54.2,1.6,21.3,,,,,,,,,,,
3/4/21,18,40.4,58.2,0.5,,0.9,,,,,,,,,,,,
3/4/21,5,,68.2,2.3,,25.8,,,3.7,,,,,,,,,
3/4/21,14,,50.2,1.4,,0.7,,,,,47.8,,,,,,,
3/4/21,12,,,,,32.5,,,3.2,,64.4,,0.0,,,,,
3/4/21,5,10.7,30.9,0.1,58.0,0.1,,0.2,0.1,,,,,,,,,
3/4/21,11,8.7,19.0,,71.5,0.8,,,,,,,,,,,,
3/4/21,14,,97.5,1.2,,1.2,,,,,,,,,,,,
3/4/21,12,19.7,1.4,0.1,78.7,0.1,,,,,,,,,,,,
3/4/21,11,60.6,10.2,1.2,,26.6,,,1.4,,,,,,,,,
3/4/21,4,,,6.0,,94.0,,,,,,,,,,,,
3/4/21,14,,98.8,0.5,,0.7,,,,,,,,,,,,
3/5/21,11,18.6,,24.5,10.0,46.0,,,,0.8,,,,,,,,
3/5/21,16,16.7,5.2,0.1,66.2,11.9,,,,,,,,,,,,
3/5/21,4,,,0.1,78.3,21.6,,,0.1,,,,,,,,,
3/5/21,13,63.2,14.5,0.1,,20.7,,,1.4,0.1,,,,,,,,
3/5/21,1,5.3,6.0,0.1,77.8,10.8,,,,0.0,,,,,,,,
3/5/21,6,7.1,12.1,0.1,65.5,5.0,,,,,,,,,,10.2,,
3/5/21,8,13.5,14.0,0.1,68.0,2.6,,,0.1,,,,,,,1.8,,
3/5/21,12,4.7,5.9,0.0,35.2,1.0,,,,53.2,,,,,,,,
3/5/21,3,48.5,50.6,0.1,,0.7,,,,,,,,,,,,
3/5/21,18,57.7,36.3,0.6,,5.5,,,,,,,,,,,,
3/5/21,5,13.1,29.4,0.0,48.9,1.0,,,,,,,,,,7.6,,
3/5/21,14,,98.7,0.4,,0.6,,,,0.3,,,,,,,,
3/5/21,7,,6.9,4.4,85.3,3.1,,,0.2,,,,,,,,,
3/5/21,11,37.2,41.4,0.6,,20.9,,,,,,,,,,,,
3/5/21,14,44.9,54.5,0.2,,0.2,,,0.3,,,,,,,,,
3/8/21,11,,,1.6,,98.4,,,,,,,,,,,,
3/8/21,12,10.6,10.1,0.2,61.9,17.1,,,,,,,,,,,,
3/8/21,4,,,,,100.0,,,,,,,0.0,,,,,
3/8/21,4,11.7,1.4,0.1,72.0,100.0,,,,,,,0.0,,,,,
3/8/21,1,6.4,11.4,0.1,76.3,5.8,,,,,,,,,,,,
3/8/21,13,19.3,9.8,0.1,67.2,3.6,,,,,,,,,,,,
3/8/21,8,4.0,4.1,0.1,89.2,2.7,,,,,,,,,,,,
3/8/21,16,21.2,7.9,0.1,69.5,1.2,,,,,,,,0.2,,,,
3/8/21,3,4.2,32.3,0.1,61.4,0.5,,1.4,,7.5,,0.1,,,,,,
3/8/21,7,,24.5,1.3,74.0,0.3,,,,,,,,,,,,
3/8/21,4,,,0.1,72.2,21.9,,3.1,2.7,,,,,,,,,
3/8/21,18,52.5,45.6,0.3,,1.6,,,,,,,,,,,,
3/8/21,5,16.7,24.6,0.1,57.4,1.2,,,0.1,,,,,,,,,
3/8/21,14,,26.1,0.5,,0.5,,,,72.8,,,,,,,,
3/8/21,14,,99.2,0.4,,0.4,,,,,,,,,,,,
3/8/21,14,36.1,63.2,0.4,,0.3,,,,,,,,,,,,
3/9/21,11,,,30.0,,70.0,,,,,,,,,,,,
3/9/21,4,,,,76.6,23.4,,,,,,,,,,,,
3/9/21,12,,,23.3,,76.7,,,,,,,,,,,,
3/9/21,12,16.9,20.3,0.1,58.1,4.6,,,,,,,,,,,,
3/9/21,1,6.6,5.4,0.2,62.9,4.7,,,,,,,,,,20.2,,
3/9/21,11,8.2,4.8,0.1,56.9,0.7,,,,,,29.4,,,,,,
3/9/21,6,5.4,25.0,0.1,55.8,1.3,,,,,,12.5,,,,,,
3/9/21,8,10.8,19.1,0.2,87.9,1.2,,,0.2,0.0,,,,,,,,
3/9/21,18,71.0,19.7,0.4,,8.9,,,,,,,,,,,,
3/9/21,5,11.1,39.3,0.0,48.5,1.0,,,0.0,,,,,,,,,
3/9/21,14,,99.0,0.5,,0.5,,,,,,,,,,,,
3/9/21,4,63.8,,2.2,,34.1,,,,,,,,,,,,
3/9/21,14,,98.2,0.9,,0.9,,,,,,,,,,,,
3/10/21,4,,,,79.5,20.0,,0.5,0.1,,,,0.0,,,,,
3/10/21,12,12.5,13.9,0.1,68.9,4.6,,,,,,,,,,,,
3/10/21,16,26.7,1.0,0.1,63.0,9.2,,,,,,,,,,,,
3/10/21,11,,,14.7,,52.9,,20.6,,,11.8,,,,,,,
3/10/21,8,6.2,4.6,0.1,83.5,5.6,,,1.2,,,48.3,,,,,,
3/10/21,13,,,,,70.6,,,,,29.5,,,,,,,
3/10/21,2,45.1,,0.1,53.3,1.6,,,,,,,,,,,,
3/10/21,18,34.9,62.6,0.1,,2.3,,,,,,,,,,,,
3/10/21,5,8.1,19.3,0.0,29.8,0.7,,,,,,42.1,,,,,,
3/10/21,14,,94.7,0.3,,0.8,,,4.2,,,,,,,,,
3/10/21,13,15.6,16.0,0.1,62.9,5.5,,,,,,,,,,,,
3/10/21,11,11.5,,,88.3,0.2,,,,,,,0.0,,,,,
3/10/21,14,,99.2,0.3,,0.5,,,,,,,,,,,,
3/10/21,11,84.4,,1.7,,1.7,,12.2,,,,,,,,,,
3/10/21,4,,,,,100.0,,,,,,,0.0,,,,,
3/10/21,6,44.8,52.4,0.9,,1.8,,,,,,,,,,,,
3/10/21,4,,,81.8,,18.2,,,,,,,,,,,,
3/11/21,4,,,,,100.0,,,,,,,,,,,,
3/11/21,12,7.9,6.2,0.1,67.6,15.8,,,2.6,,,,,,,2.5,,
3/11/21,11,6.4,0.4,,74.2,19.1,,,,,,,0.0,,,,,
3/11/21,16,11.9,3.3,0.0,35.9,4.6,,,,,,44.3,,,,,,
3/11/21,13,13.9,21.4,0.1,59.4,5.2,,,0.1,,,,,,,,,
3/11/21,6,5.4,6.4,0.0,25.8,1.9,,0.1,,27.9,,32.5,,,,,,
3/11/21,1,8.4,1.8,0.3,83.4,6.1,,,,,,,,,,,,
3/11/21,2,42.5,,0.1,55.2,2.2,,,,,,,,,,,,
3/11/21,8,7.8,4.8,0.1,82.9,1.5,,,,,,,,,,3.0,,
3/11/21,7,,17.7,2.6,76.9,2.6,0.2,,,,,,,,,,,
3/11/21,18,60.8,36.5,0.7,,2.0,,,,,,,,,,,,
3/11/21,5,10.4,10.1,0.1,36.5,0.7,,,,,,42.3,,,,,,
3/11/21,14,,98.0,0.8,,1.3,,,0.0,,,,,,,,,
3/11/21,11,4.7,0.9,,,0.1,,37.5,,6.1,,50.8,0.0,,,,,
3/11/21,14,43.0,53.1,1.1,,1.1,,,1.8,,,,,,,,,
3/11/21,11,,,33.3,,66.7,,,,,,,,,,,,
3/12/21,4,,,,,100.0,,,,,,,0.0,,,,,
3/12/21,12,13.6,2.7,0.0,41.3,8.3,,,0.0,34.1,,,,,,,,
3/12/21,1,5.1,15.5,0.1,71.6,7.7,,,,,,,,,,,,
3/12/21,6,,43.6,,,56.4,,,,,,,0.0,,,,,
3/12/21,13,,,,,100.0,,,,,,,0.0,,,,,
3/12/21,8,,5.1,0.1,50.6,1.0,,,,43.2,,,,,,,,
3/12/21,2,40.4,1.5,0.2,54.0,0.7,,,,3.4,,,,,,,,
3/12/21,16,31.9,6.4,0.1,61.4,0.2,,,,0.0,,,0.0,,,,,
3/12/21,13,14.4,18.2,0.1,67.2,0.1,,,0.1,,,,,,,,,
3/12/21,18,90.1,6.2,0.8,,3.0,,,,,,,,,,,,
3/12/21,5,,,,,100.0,,,,,,,0.0,,,,,
3/12/21,14,18.8,80.2,0.5,,0.6,,,,,,,,,,,,
3/12/21,6,34.0,39.5,,9.5,3.0,14.0,,,,,,,,,,,
3/12/21,5,,96.6,,,3.5,,,,,,,,,,,,
3/12/21,5,41.8,33.9,,22.5,1.5,,,0.3,,,,,,,,,
3/12/21,4,,,0.2,99.7,0.2,,,,,,,,,,,,
3/12/21,6,,,,98.6,1.4,,,,,,,,,,,,
3/12/21,5,9.9,12.6,0.1,76.3,1.0,,,,,,,,,,,,
3/12/21,6,17.6,78.5,0.6,,1.1,,,2.3,,,,,,,,,
3/12/21,14,27.6,71.6,0.3,,0.3,,,,0.2,,,,,,,,
3/12/21,3,32.2,60.3,1.2,,3.3,,2.2,,,,0.8,,,,,,
3/15/21,4,,5.0,0.2,77.6,19.1,,3.2,,,,,0.0,,,,,
3/15/21,16,11.5,8.0,0.1,57.7,22.7,,,,,,,,,,,,
3/15/21,11,2.4,8.2,,70.3,19.1,,,,,,,0.0,,,,,
3/15/21,13,,,,,85.0,,,,,15.0,,,,,,,
3/15/21,1,7.6,9.5,0.1,77.2,5.7,,,,,,,,,,,,
3/15/21,12,12.4,13.1,0.4,71.1,3.1,,,,,,,,,,,,
3/15/21,2,43.7,1.2,0.1,54.5,0.5,,,0.1,,,,,,,,,
3/15/21,7,3.3,24.6,2.3,71.1,2.0,,1.6,,,,,,,,,,
3/15/21,13,8.8,22.7,,65.9,2.6,,,,,,,0.0,,,,,
3/15/21,6,,53.8,,,46.2,,,,,,,0.0,,,,,
3/15/21,18,52.7,43.6,0.2,,3.5,,,,,,,,,,,,
3/15/21,14,16.0,82.0,0.4,,0.4,,,0.9,0.4,,,,,,,,
3/15/21,6,,,,,100.0,,,,,,,0.0,,,,,
3/15/21,6,70.1,22.8,,,7.1,,,,,,,0.0,,,,,
3/15/21,6,,,1.3,,98.7,,,,,,,,,,,,
3/15/21,6,7.5,20.4,0.1,70.4,0.8,,,,,0.8,,,,,,,
3/15/21,8,,55.6,2.1,,42.3,,,,,,,,,,,,
3/15/21,14,60.6,31.8,0.3,,0.4,,,2.2,4.8,,,,,,,,
3/15/21,13,90.3,,3.2,,2.2,,,4.3,,,,,,,,,
3/15/21,11,64.9,26.5,4.9,,3.7,,,,,,,,,,,,
3/16/21,4,,4.9,0.1,80.2,19.8,,,,,,,,,,,,
3/16/21,11,4.4,3.1,0.1,58.3,32.6,,1.6,,,,,,,,,,
3/16/21,13,49.0,29.3,,,21.7,,,,,,,0.0,,,,,
3/16/21,1,3.5,3.8,0.3,87.7,4.5,,,,0.1,,,,,,,,
