Date,Agent_ID,Break[10003],Extended Wrap Up[10048],Go To Logout[10025],Lunch[10001],Undefined[0],CTI Failure[50002],Outbound Calls[32],RONA[32767],Administration[11043],Computer Issues[10030],Meeting[10007],[50003],Training[10005],[32762],[999],Member Facing Work[11494],Missed Tasks[50010]
4/15/21,13,74.3,24.6,,,1.2,,,,,,,0.0,,,,,
4/15/21,7,,26.2,0.1,67.8,5.9,,,,,,,,,,,,
4/15/21,5,12.8,40.9,0.1,45.4,0.9,,,,,,,,0.0,,,,
4/15/21,18,58.3,40.8,0.3,,0.6,,,,,,,,,,,,
4/15/21,13,12.2,4.8,0.1,79.3,3.6,,,0.1,,,,,,,,,
4/16/21,4,,,,,78.1,,,22.0,,,,0.0,,,,,
4/16/21,12,14.6,18.3,0.1,63.0,0.3,,,,,3.8,,,,,,,
4/16/21,16,18.6,21.0,0.3,54.1,6.0,,,,0.0,,,,,,,,
4/16/21,6,39.3,52.9,0.2,53.9,7.6,,,,0.0,,,,,,,,
4/16/21,11,7.3,7.1,0.1,84.7,0.9,,,,16.5,,,,,,,,
4/16/21,1,4.5,10.6,0.2,83.0,1.7,,,,0.1,0.2,,,,,,,
4/16/21,7,,37.3,0.5,62.1,0.1,,,,,,,,,,,,
4/16/21,5,14.0,31.0,0.1,53.1,1.5,,0.3,,0.0,,,,,,,,
4/16/21,4,,,1.2,,39.1,59.8,,,,,,,,,,,
4/16/21,4,6.4,,0.1,86.6,0.1,,,0.3,6.6,,,,,,,,
4/16/21,18,68.3,28.2,0.4,,3.2,,,,,,,,,,,,
4/19/21,12,5.3,17.1,0.1,71.8,5.7,,,0.1,,,,,,,,,
4/19/21,16,7.2,19.4,0.0,72.7,0.7,,,,,,,,,,,,
4/19/21,6,2.7,47.5,0.1,46.5,3.3,,,,,,,,,,,,
4/19/21,1,2.6,21.5,0.2,70.6,4.9,,,0.2,,,,0.0,,,,,
4/19/21,4,,,5.4,,88.2,,,6.5,,,,,,,,,
4/19/21,3,5.6,43.6,0.0,49.8,0.5,,0.5,,,,,,,,,,
4/19/21,2,34.4,,0.9,64.2,0.2,,,0.3,,,,,,,,,
4/19/21,7,,28.0,0.2,68.1,3.7,,,,,,,,,,,,
4/19/21,5,11.6,50.5,0.0,37.7,0.2,,,,,,,,,,,,
4/19/21,14,7.3,92.4,0.1,,0.2,,,,,,,,,,,,
4/19/21,13,9.1,14.8,,73.7,2.4,,,,0.0,,,0.0,,,,,
4/19/21,4,7.3,,0.1,92.4,0.1,,,0.2,,,,,,,,,
4/19/21,18,50.9,48.0,0.3,,0.8,,,,,,,,,,,,
4/19/21,14,,98.8,0.4,,0.4,,,0.5,,,,,,,,,
4/19/21,13,,86.1,0.6,,13.3,,,,,,,,,,,,
4/20/21,8,,3.3,0.6,78.1,18.1,,,,,,,,,,,,
4/20/21,12,12.9,18.4,0.1,68.0,0.5,,,0.1,,,,,,,,,
4/20/21,16,14.9,9.9,0.8,63.5,10.9,,,,,,,,,,,,
4/20/21,13,16.2,27.5,0.5,51.1,4.6,,,0.1,,,,,,,,,
4/20/21,6,3.0,51.7,0.1,42.2,3.0,,,,,,,,,,,,
4/20/21,11,12.6,4.3,0.1,81.9,1.1,,,0.5,,,,,,,,,
4/20/21,7,,27.0,0.1,69.1,3.8,,,,,,,0.0,,,,,
4/20/21,3,,94.0,,,6.0,,,,,,,0.0,,,,,
4/20/21,5,12.6,43.9,0.0,43.4,0.0,,,,,,,,,,,,
4/20/21,14,15.0,84.2,0.4,,0.4,,,,,,,,,,,,
4/20/21,3,6.0,14.2,,79.1,0.6,,,,0.1,,,0.0,0.0,,,,
4/20/21,18,90.6,,0.4,,9.0,,,,,,,,,,,,
4/20/21,3,16.2,82.4,0.3,,1.2,,,,,,,,,,,,
4/20/21,14,26.4,73.2,0.2,,0.3,,,,,,,,,,,,
4/21/21,8,,2.8,,78.9,18.3,,,,,,,0.0,,,,,
4/21/21,12,16.0,21.0,0.1,61.5,1.5,,,,,,,,,,,,
4/21/21,16,6.9,0.8,0.0,27.8,7.8,,,,,,56.7,,,,,,
4/21/21,6,3.8,23.5,0.0,34.2,2.6,,,,,,35.8,,,,,,
4/21/21,1,7.7,19.9,0.1,67.5,4.8,,,0.1,,,,,,,,,
4/21/21,11,9.0,0.4,0.1,42.3,0.9,,,,,,47.4,,,,,,
4/21/21,3,35.1,61.0,,,3.9,,,,,,,0.0,,,,,
4/21/21,4,,,0.1,98.4,0.2,,,1.3,,,,,,,,,
4/21/21,5,5.9,25.3,0.2,33.8,0.1,,,,,,34.9,,,,,,
4/21/21,14,,97.3,0.7,,0.5,,,1.4,,,,,,,,,
4/21/21,18,56.8,42.4,0.2,,0.6,,,,,,,,,,,,
4/21/21,3,,9.3,,88.3,2.4,,,,,,,0.0,,,,,
4/21/21,8,,,,,26.8,,,73.2,,,,,,,,,
4/21/21,14,44.5,52.9,0.5,,0.5,,,1.7,,,,,,,,,
4/21/21,8,95.6,,,,4.4,,,,,,,0.0,,,,,
4/21/21,3,,92.5,2.4,,4.0,,,,,,1.2,,,,,,
4/21/21,8,,,53.9,,46.2,,,,,,,,,,,,
4/22/21,8,,5.4,0.1,75.5,19.0,,,,,,,,,,,,
4/22/21,12,11.4,21.3,1.3,60.8,5.2,,,0.0,,,,,,,,,
4/22/21,16,11.9,13.1,0.1,58.2,14.7,,,,,,2.1,,,,,,
4/22/21,11,1.6,6.1,0.1,73.8,2.7,,13.5,,,,2.3,,,,,,
4/22/21,13,13.6,24.8,1.5,55.4,4.8,,,,,,,,,,,,
4/22/21,4,19.5,,0.1,78.8,1.6,,,,,,,,,,,,
4/22/21,2,21.8,7.3,0.1,37.0,0.1,,,,,,33.7,,,,,,
4/22/21,5,7.5,42.3,0.0,49.9,0.3,,,,0.0,,,,,,,,
4/22/21,14,29.9,67.2,0.4,,0.4,,,0.7,1.4,,,,,,,,
4/22/21,18,47.6,46.3,3.9,,2.3,,,,,,,,,,,,
4/22/21,7,,64.5,2.7,,32.8,,,,,,,,,,,,
4/22/21,14,98.5,,0.9,,0.5,,,,,,,,,,,,
4/22/21,8,,,7.1,,92.9,,,,,,,,,,,,
4/22/21,11,45.2,43.6,1.0,,10.2,,,,,,,,,,,,
4/22/21,16,42.8,40.0,1.8,,15.4,,,0.0,,,,,,,,0.3,
4/22/21,5,61.2,32.3,0.5,,6.1,,,,,,,,,,,,
4/22/21,13,,,1.5,,56.8,,,41.7,,,,,,,,,
4/22/21,12,28.7,53.2,0.5,,17.6,,,,,,,,,,,,
4/23/21,8,,,,,100.0,,,,,,,0.0,,,,,
4/23/21,12,6.6,24.8,,68.6,0.0,,,,,,,,,,,,
4/23/21,7,,41.8,,,58.2,,,,,,,0.0,,,,,
4/23/21,16,7.5,8.0,,73.3,11.2,,,,,,,,,,,,
4/23/21,6,7.6,25.3,,62.7,4.3,,,,,,,0.0,,,,,
4/23/21,4,7.0,,,89.1,3.9,,,,,,,0.0,,,,,
4/23/21,1,47.0,46.3,0.4,88.3,6.4,,,,,,,0.0,,,,,
4/23/21,2,28.1,1.5,0.1,63.2,0.1,,,4.6,2.4,,,,,,,,
4/23/21,3,61.9,35.5,0.2,,2.5,,,,,,,,,,,,
4/23/21,5,9.7,24.0,,65.8,0.5,,,,,,,0.0,,,,,
4/23/21,14,17.4,81.7,0.3,,0.3,,,0.2,,,,,,,,,
4/23/21,18,33.2,19.0,0.2,,4.5,,,,,,43.1,,,,0.1,,
4/23/21,8,,2.5,,95.2,2.3,,,,,,,0.0,,,,,
4/23/21,7,,27.4,0.1,70.4,2.1,,,,,,,,,,,,
4/23/21,16,86.9,,,,13.1,,,,,,,,,,,,
4/23/21,11,,,,,100.0,,,,,,,,,,,,
4/23/21,4,,,48.2,,51.9,,,,,,,,,,,,
4/23/21,11,92.9,,,,7.1,,,60.2,,,,,,,,,
4/23/21,6,,96.5,,,3.5,,,,,,,,,,,,
4/23/21,14,62.2,37.0,0.1,,0.5,,,0.1,,,,,,,,,
4/23/21,5,,,,,100.0,,,,,,,0.0,,,,,
4/23/21,16,,78.5,2.2,,19.3,,,,,,,0.0,,,,,
4/23/21,12,,,,,100.0,,,,,,,0.0,,,,,
4/23/21,8,,,,,100.0,,,,,,,0.0,,,,,
4/23/21,8,,,,,100.0,,,,,,,0.0,,,,,
4/23/21,11,28.3,,,,71.7,,,,,,,,,,,,
4/23/21,12,60.7,34.3,0.6,,4.4,,,,,,,,,,,,
4/23/21,8,56.7,96.2,0.5,,3.8,,,,,,,0.0,,,,,
4/23/21,4,,,33.3,,66.7,,,,,,,,,,,,
4/23/21,6,,98.2,0.3,,1.6,,,,,,,,,,,,
4/23/21,11,,85.5,5.3,,9.2,,,,,,,,,,,,
4/23/21,8,,,33.3,,66.7,,,,,,,,,,,,
4/26/21,8,,13.5,0.1,69.8,16.6,,,,,,,,,,,,
4/26/21,4,20.8,,0.1,77.9,0.2,,,1.1,,,,,,,,,
4/26/21,16,8.4,12.3,0.1,69.1,10.1,,,,0.0,,,,,,,,
4/26/21,6,2.3,46.8,0.1,47.7,3.2,,,,0.1,,,,,,,,
4/26/21,11,5.6,8.1,0.1,82.5,3.7,,,,,,,,,,,,
4/26/21,12,13.6,25.6,0.1,59.0,0.1,,1.6,,,,,,,,,,
4/26/21,3,,,,,78.1,,,21.9,,,,,,,,,
4/26/21,18,37.1,61.9,0.2,,0.8,,,,,,,,,,,,
4/26/21,5,17.7,25.0,0.0,51.9,0.7,,4.5,0.1,,,,,,,,,
4/26/21,14,6.8,92.9,0.1,,0.1,,,,,,,,,,,,
4/26/21,3,9.1,28.7,0.5,60.2,0.1,,1.4,,,,,,0.1,,,,
4/26/21,14,7.5,91.4,0.2,,0.2,,,0.7,0.1,,,,,,,,
4/27/21,12,14.0,19.9,0.4,59.6,1.5,,4.7,,,,,,,,,,
4/27/21,16,14.4,19.2,,,66.4,,,,,,,0.0,,,,,
4/27/21,4,,,0.1,91.3,0.4,,8.2,,,,,,,,,,
4/27/21,6,4.9,37.3,0.1,54.2,3.5,,,,,,,,,,,,
4/27/21,11,22.0,,0.1,76.3,1.6,,,,,,,,,,,,
4/27/21,3,,33.7,0.1,59.3,100.0,,,,,,,0.0,,,,,
4/27/21,2,29.3,,0.2,69.2,1.3,,,,,,,,,,,,
4/27/21,1,13.6,28.5,0.1,57.2,0.6,,,,,,,,,,,,
4/27/21,3,,,,,100.0,,,,,,,0.0,,,,,
4/27/21,3,13.0,24.9,0.1,59.3,0.3,,2.5,,,,,,,,,,
4/27/21,18,63.7,31.9,0.5,,3.9,,,,,,,,,,,,
4/27/21,5,13.5,39.5,0.0,46.6,0.4,,,,,,,,,,,,
4/27/21,14,15.6,83.7,0.4,,0.3,,,,,,,,,,,,
4/27/21,16,8.4,13.5,,77.6,0.5,,,,0.0,,,0.0,,,,,
4/27/21,14,46.5,53.2,0.2,,0.1,,,,,,,,,,,,
4/27/21,16,,61.5,12.8,,25.7,,,,,,,,,,,,
4/28/21,12,14.3,12.0,,66.8,7.0,,,,,,,0.0,,,,,
4/28/21,4,5.8,,0.2,81.7,0.1,,11.6,0.7,,,,,,,,,
4/28/21,16,17.7,3.8,0.1,63.0,15.5,,,,,,,,,,,,
4/28/21,6,5.4,27.3,0.1,39.0,2.7,,,,25.5,,,,,,,,
4/28/21,1,8.0,24.0,0.1,63.9,3.9,,,,,,,,,,,,
4/28/21,13,11.8,10.0,0.1,72.4,4.7,,,0.1,0.9,,,,0.1,,,,
4/28/21,2,27.7,7.2,0.2,63.9,1.0,,,,,,,0.0,,,,,
4/28/21,18,48.4,48.5,0.6,,2.5,,,,,,,,,,,,
4/28/21,5,12.8,43.4,0.0,43.5,0.3,,,,,,,,,,,,
4/28/21,14,12.9,79.0,0.2,,0.1,,,,,7.8,,,,,,,
4/28/21,7,,15.1,,78.4,6.5,,,,,,,0.0,,,,,
4/28/21,14,77.0,22.6,0.2,,0.2,,,,,,,,,,,,
4/28/21,7,,99.1,,,0.9,,,,,,,,,,,,
4/28/21,12,,78.9,2.9,,18.2,,,,,,,,,,,,
4/29/21,12,13.3,26.6,0.1,60.0,0.1,,,,,,,,,,,,
4/29/21,4,17.3,,0.1,81.5,0.3,,,0.9,,,,,,,,,
4/29/21,16,,,,,100.0,,,,,,,0.0,,,,,
4/29/21,6,14.2,60.8,,,24.9,,,,,,,0.0,,,,,
4/29/21,1,7.6,15.7,0.7,73.6,2.4,,,,0.0,,,,,,,,
4/29/21,11,12.5,12.6,0.1,74.3,0.5,,,1.2,,,,,,,,,
4/29/21,7,,33.7,0.1,64.4,1.8,,,,,,,,,,,,
4/29/21,16,19.9,10.8,0.1,69.0,0.2,,,,0.0,,,,,,,,
4/29/21,18,46.2,51.6,0.3,,1.9,,,,,,,,,,,,
4/29/21,5,13.7,41.7,0.1,44.0,0.4,,0.1,0.0,,,,,,,,,
4/29/21,14,,99.7,0.2,,0.1,,,,,,,,,,,,
4/29/21,6,,35.8,0.1,64.0,0.1,,,,,,,,,,,,
4/29/21,14,45.6,53.5,0.2,,0.1,,,0.7,0.0,,,,,,,,
4/30/21,8,,2.9,,78.5,18.7,,,,,,,0.0,,,,,
4/30/21,12,29.8,9.6,1.5,57.1,0.1,,,0.0,,,2.0,,,,,,
4/30/21,16,,33.3,,,66.7,,,,,,,0.0,,,,,
4/30/21,6,1.6,40.5,0.1,55.4,2.5,,15.8,,,,,0.0,0.0,,,,
4/30/21,13,88.7,,0.2,66.0,11.3,,,,,,,0.0,,,,,
4/30/21,7,,43.1,,,40.7,,,16.3,,,,,,,,,
4/30/21,5,17.7,33.2,0.1,48.2,0.7,,,,0.2,,,,,,,,
4/30/21,14,,99.4,0.2,,0.2,,,,0.3,,,,,,,,
4/30/21,13,,,,92.8,7.2,,,,,,,,,,,,
4/30/21,3,68.7,13.3,0.5,80.5,31.3,,,,,,,,,,,,
4/30/21,3,,90.9,1.1,,3.5,,4.5,,,,,,,,,,
4/30/21,13,45.4,42.6,0.3,,11.7,,,,,,,,,,,,
4/30/21,8,,56.5,1.1,,1.7,,40.8,,,,,,,,,,
4/30/21,7,,76.6,1.4,,22.0,,,,,,,,,,,,
4/30/21,14,40.3,59.3,0.2,,0.2,,,0.1,,,,,,,,,
5/3/21,8,,,,,100.0,,,,,,,0.0,,,,,
5/3/21,12,15.1,18.3,0.3,64.1,2.1,,,,,0.2,,,,,,,
5/3/21,16,9.9,15.3,0.1,59.4,15.3,,,,0.0,,,,,,,,
5/3/21,7,,26.7,0.1,64.8,8.5,,,,,,,,,,,,
5/3/21,6,5.0,41.8,0.0,49.6,3.6,,,,,,,,,,,,
5/3/21,3,,,,,100.0,,,,,,,,,,,,
5/3/21,11,8.7,12.7,0.1,73.7,1.7,,1.0,0.3,0.0,2.2,,,,,,,
5/3/21,1,4.8,30.0,0.1,63.6,1.4,,,,0.1,,,,,,,,
5/3/21,2,29.9,1.2,0.2,68.0,0.2,,,0.6,,,,,,,,,
5/3/21,3,9.6,20.7,0.1,69.4,0.2,,,,,0.1,,,,,,,
5/3/21,18,27.5,68.2,0.2,,0.8,,3.3,,,,,,,,,,
5/3/21,5,14.3,39.6,0.0,44.9,1.1,,,,,,,,,,,,
5/3/21,14,4.6,94.9,0.1,,0.4,,,,,,,,,,,,
5/3/21,14,27.8,70.9,0.2,,0.3,,,0.9,,,,,,,,,
5/4/21,8,,,0.1,81.9,18.0,,,,,,,,,,,,
5/4/21,12,14.6,15.5,0.1,62.6,7.3,,,,,,,,,,,,
5/4/21,6,2.6,20.1,0.1,27.4,1.3,,1.5,,48.6,0.0,,,0.0,,,,
5/4/21,13,19.0,29.1,0.1,50.7,1.0,,,0.1,,,,,,,,,
5/4/21,7,,31.4,0.5,66.1,1.8,,,0.2,,,,,,,,,
5/4/21,18,69.1,28.1,0.4,,2.4,,,,,,,,,,,,
5/4/21,5,10.3,46.6,0.1,42.8,0.2,,,,0.0,,,,,,,,
5/4/21,14,,99.3,0.4,,0.4,,,,,,,,,,,,
5/4/21,4,3.5,,0.1,86.6,0.1,,9.8,,,,,,,,,,
5/4/21,14,,99.2,0.4,,0.4,,,,,,,,,,,,
5/5/21,8,,44.0,0.2,,55.8,,,,,,,,,,,,
5/5/21,12,20.7,4.8,0.1,70.5,1.3,,,,,2.6,,,,,,,
5/5/21,1,8.9,37.6,0.4,49.2,3.8,,,0.1,0.1,,,0.0,,,,,
5/5/21,2,31.1,4.3,0.2,61.2,3.3,,,,,,,,,,,,
5/5/21,11,16.8,3.7,0.1,78.8,0.6,,,,,,,,,,,,
5/5/21,4,,,,,100.0,,,,,,,0.0,,,,,
5/5/21,18,40.3,57.7,0.3,,1.7,,,,,,,,,,,,
5/5/21,5,9.7,56.9,0.0,33.0,0.3,,,,0.0,,,,,,,,
5/5/21,14,12.1,87.3,0.3,,0.4,,,,,,,,,,,,
5/5/21,8,4.4,39.9,0.1,55.5,100.0,,,,,,,0.0,,,,,
5/5/21,4,,,,,100.0,,,,,,,,,,,,
5/5/21,4,,,,,100.0,,,,,,,0.0,,,,,
5/5/21,8,,2.1,0.2,97.6,0.2,,,,,,,,,,,,
5/5/21,4,9.8,9.6,0.1,79.6,0.4,,,0.6,,,,,,,,,
5/5/21,13,,,,45.0,55.0,,,,,,,,,,,,
5/5/21,13,,,,65.0,35.0,,,,,,,,,,,,
5/5/21,13,44.1,37.3,1.1,,16.9,,,0.5,,,,,0.1,,,,
5/5/21,14,33.1,66.3,0.3,,0.3,,,,,,,,,,,,
5/6/21,8,5.1,3.6,0.1,73.3,18.0,,,,,,,,,,,,
5/6/21,12,11.4,24.3,0.1,64.1,0.1,,,,,,,,,,,,
5/6/21,16,13.0,7.9,0.1,65.1,14.0,,,,0.0,,,,,,,,
5/6/21,6,,,44.4,,55.6,,,,,,,,,,,,
5/6/21,6,2.0,33.4,0.1,50.4,3.8,,,,10.4,,,,,,,,
5/6/21,1,15.2,19.7,0.1,61.8,3.3,,,0.8,,,4.6,,,,,,
5/6/21,13,17.9,30.0,0.0,47.6,1.0,,,3.5,0.0,,,,,,,,
5/6/21,2,,,3.2,,2.7,,,,,94.1,,,,,,,
5/6/21,18,47.5,50.5,0.2,,1.8,,,,,,,,,,,,
5/6/21,5,15.8,31.3,0.0,52.5,0.5,,,,,,,,,,,,
5/6/21,14,30.0,69.3,0.3,,0.4,,,,,,,,,,,,
5/6/21,2,32.0,1.2,0.1,66.1,0.6,,,,,,,,,,,,
5/6/21,14,37.8,61.2,0.4,,0.6,,,,,,,,,,,,
5/7/21,8,,6.9,0.1,75.5,17.5,,,,,,,,,,,,
5/7/21,12,24.8,12.6,0.6,58.9,0.2,,2.8,,,,,,,,,,
5/7/21,6,8.1,15.5,0.1,50.3,3.7,,,,,,22.3,,,,,,
5/7/21,1,7.6,23.5,0.1,64.3,4.5,,,,0.1,,56.0,,,,,,
5/7/21,3,79.6,10.8,0.3,85.2,9.4,,,0.7,,,,,,,,,
5/7/21,2,31.4,8.6,0.2,68.3,0.1,,,,,,,,,,,,
5/7/21,18,45.4,53.9,0.2,,0.5,,,,,,,,,,,,
5/7/21,14,45.4,53.6,0.6,,0.5,,,,,,,,,,,,
5/7/21,14,19.6,74.4,5.7,,0.3,,,,,,,,,,,,
5/10/21,8,2.7,12.1,0.1,68.6,16.5,,,,,,,,,,,,
5/10/21,4,,,0.1,90.3,1.0,5.1,2.5,1.0,,,,,,,,,
5/10/21,16,15.4,7.6,0.1,71.4,5.5,,,,,,,,,,,,
5/10/21,6,10.7,31.0,0.1,54.4,3.8,,,,,,,,,,,,
5/10/21,3,13.2,19.6,0.1,69.7,7.0,,3.4,0.2,,,,,,,,0.1,
5/10/21,7,,41.2,0.4,53.6,4.9,,,,,,,,,,,,
5/10/21,13,18.5,29.4,0.1,50.4,1.7,,,0.0,,,,,,,,,
5/10/21,2,,,10.3,,6.4,,,,,83.3,,,,,,,
5/10/21,2,32.7,,0.1,65.6,0.3,,,0.5,,0.7,,,,,,,
5/10/21,18,29.6,67.6,0.1,,2.7,,,,,,,,,,,,
5/10/21,5,8.9,47.4,0.0,41.2,2.4,,,0.0,0.0,,,,,,,,
5/10/21,14,52.0,47.7,0.2,,0.2,,,,,,,,,,,,
5/10/21,3,12.9,48.3,0.1,,37.8,,0.9,,,,,,,,,,
5/10/21,14,16.1,83.4,0.3,,0.3,,,,,,,,,,,,
5/11/21,8,,0.4,0.1,80.5,19.1,,,,,,,,,,,,
5/11/21,12,13.3,21.1,0.1,63.7,0.1,,,,,1.8,,,,,,,
5/11/21,16,6.1,22.7,0.1,56.4,14.5,,0.2,,,,,,,,,,
5/11/21,6,6.7,37.3,0.1,52.2,3.7,,,,,,,,,,,,
5/11/21,13,22.2,71.2,,,6.5,,,,0.1,,,0.0,,,,,
5/11/21,7,,28.6,0.1,67.8,3.5,,,,,,,,,,,,
5/11/21,2,31.5,6.8,0.1,61.5,0.1,,,,,,,,,,,,
5/11/21,18,36.1,60.5,0.2,,3.2,,,,,,,,,,,,
5/11/21,5,13.0,45.6,0.0,40.8,0.5,,,0.0,0.0,,,,,,,,
5/11/21,14,,86.9,0.2,,0.2,,,,,12.7,,,,,,,
5/11/21,13,9.5,25.8,0.1,63.3,1.2,,,0.2,0.0,,,,,,,,
5/11/21,14,44.7,54.9,0.2,,0.2,,,,,,,,,,,,
5/12/21,8,3.5,7.9,0.1,71.0,17.4,,,,,,,,,,,,
5/12/21,12,12.3,14.7,0.1,62.7,0.1,,7.6,0.0,0.4,2.1,,,,,,,
5/12/21,16,6.6,22.4,0.1,61.8,9.1,,,,0.0,,,,,,,,
5/12/21,3,13.0,37.1,0.1,45.0,100.0,,,3.0,0.0,,,,,,,,
5/12/21,2,28.1,4.9,,66.7,0.2,,,,,0.1,,,,,,,
5/12/21,6,1.1,19.8,0.0,30.1,0.2,,,,29.8,,19.0,,,,,,
5/12/21,3,60.1,36.9,,,2.6,,,,0.4,,,0.0,,,,,
5/12/21,18,45.6,49.9,0.2,,4.3,,,,,,,,,,,,
5/12/21,5,12.4,26.0,0.0,37.3,0.3,,,0.1,,,24.0,,,,,,
5/12/21,14,51.1,48.2,0.2,,0.4,,,,,,,,,,,,
5/12/21,3,11.4,24.4,0.1,63.6,0.4,,0.1,,,,,,,,,,
5/12/21,14,10.1,89.6,0.1,,0.2,,,,,,,,,,,,
5/12/21,2,89.3,,2.8,,7.9,,,,,,,,,,,,
5/13/21,8,,13.7,0.1,69.5,16.7,,,,,,,,,,,,
5/13/21,4,14.6,,0.1,80.5,2.0,,,2.8,,,,,,,,,
5/13/21,16,22.3,11.9,0.0,52.1,11.4,,2.2,,,,,,0.1,,,,
5/13/21,7,,25.6,0.4,68.1,5.9,,,0.1,,,,0.0,,,,,
5/13/21,3,16.9,45.5,0.1,25.7,9.4,,2.5,0.2,,,,,,,,,
5/13/21,2,33.2,,0.1,63.9,0.8,,,2.0,,,,,,,,,
5/13/21,12,13.3,17.9,0.1,66.4,0.3,,,0.1,,2.1,,,,,,,
5/13/21,6,2.4,17.5,0.0,31.7,0.1,,,,48.3,,,,,,,0.0,
5/13/21,18,41.0,58.4,0.2,,0.4,,,,,,,,,,,,
5/13/21,5,12.0,34.6,0.0,53.1,0.3,,,,,,,,,,,,
5/13/21,14,14.9,84.4,0.4,,0.3,,,,,,,,,,,,
5/13/21,3,67.5,31.8,,,0.7,,,,,,,0.0,,,,,
5/13/21,14,67.3,32.1,0.3,,0.3,,,,,,,,,,,,
5/13/21,3,,,,,1.4,,,,,98.6,,,,,,,
5/13/21,3,,,71.4,,28.6,,,,,,,,,,,,
5/14/21,8,,6.5,0.1,75.2,18.2,,,,,,,,,,,,
5/14/21,4,11.3,,0.1,88.0,0.1,,,0.5,,,,,,,,,
5/14/21,16,16.6,3.7,0.2,64.6,14.7,,0.1,,,,,,,,,,
5/14/21,13,22.6,27.8,,46.0,3.2,,,0.5,,,,0.0,,,,,
5/14/21,3,38.4,17.2,0.0,65.3,44.4,,,,,,,,,,,,
5/14/21,11,8.2,6.0,0.1,81.5,2.9,,0.6,,,,0.7,,,,,,
5/14/21,2,32.9,,0.1,64.8,1.9,,,0.2,,,,,,,,,
5/14/21,12,8.9,6.4,0.1,63.9,0.1,,7.6,,,,13.0,,,,,,
5/14/21,18,60.0,35.7,0.4,,3.9,,,,,,,,,,,,
5/14/21,5,6.7,47.2,0.1,45.9,0.3,,,,,,,,,,,,
5/14/21,14,16.1,83.6,0.2,,0.2,,,,,,,,,,,,
5/14/21,3,79.3,20.4,,,0.2,,,,,,,0.0,,,,,
5/14/21,3,,,,,50.0,,50.0,,,,,0.0,,,,,
5/14/21,3,39.5,17.6,0.7,,2.5,,39.7,,,,,,,,,,
5/14/21,7,,71.8,0.8,,27.4,,,,,,,,,,,,
5/14/21,14,34.9,62.7,0.3,,0.3,,,1.7,,,,,,,,,
5/14/21,13,,,16.7,,83.3,,,,,,,,,,,,
5/17/21,8,2.6,3.4,,75.8,18.2,,,,,,,0.0,,,,,
5/17/21,12,4.9,23.9,,52.2,1.9,,17.1,,,,,0.0,,,,,
5/17/21,16,17.7,17.4,0.1,56.7,7.6,,,0.7,0.5,0.1,,,0.1,,,,
5/17/21,6,5.6,15.2,,63.7,4.1,,,,11.4,,,,,,,,
5/17/21,11,5.0,9.8,0.1,81.1,3.9,,,0.2,,,,,,,,,
5/17/21,3,13.8,64.3,,18.6,3.4,,,,,,,,,,,,
5/17/21,2,32.0,5.4,0.2,60.5,1.5,,,0.6,,,,,,,,,
5/17/21,4,8.6,7.1,0.2,82.5,0.1,,,1.5,,,,,,,,,
5/17/21,18,41.2,57.0,0.2,,1.6,,,,,,,,,,,,
5/17/21,5,16.7,31.2,0.0,51.4,0.7,,,0.0,,,,,,,,,
5/17/21,14,28.1,71.4,0.3,,0.2,,,,,,,,,,,,
5/17/21,3,10.4,71.9,0.3,,7.7,,9.5,,,0.2,,,,,,,
5/17/21,8,78.4,,2.3,,19.3,,,,,,,,,,,,
5/17/21,6,,87.4,0.3,,12.3,,,,,,,,,,,,
5/17/21,14,41.4,55.3,0.4,,0.3,,,2.6,,,,,,,,,
5/18/21,12,,,30.8,,69.2,,,,,,,,,,,,
5/18/21,8,2.6,15.9,0.1,66.4,15.1,,,,,,,,,,,,
5/18/21,12,20.4,21.5,0.1,58.0,0.1,,,,,,,,,,,,
5/18/21,7,,,,,100.0,,,,,,,,,,,,
5/18/21,4,2.3,2.2,0.1,89.7,5.3,,,0.4,,,,,,,,,
5/18/21,3,,14.9,,80.8,2.2,,0.8,1.3,,,,0.0,,,,,
5/18/21,11,5.7,16.2,,73.9,0.3,,3.9,,,,,0.0,,,,,
5/18/21,2,32.8,2.2,0.2,64.8,0.1,,,,,,,,,,,,
5/18/21,7,,95.4,,,4.7,,,,,,,0.0,,,,,
5/18/21,18,66.5,30.3,0.4,46.2,2.9,,,0.0,,,,0.0,,,,,
5/18/21,14,27.0,70.8,0.3,,1.4,,,0.4,,,,,,,,,
5/18/21,7,,69.5,,,30.5,,,,,,,0.0,,,,,
5/18/21,3,,,,,100.0,,,,,,,0.0,,,,,
5/18/21,7,,6.2,0.2,93.5,0.1,,,,,,,,,,,,
5/18/21,3,,,,,19.4,,80.6,,,,,0.0,,,,,
5/18/21,14,58.3,36.1,0.3,,0.3,,,4.9,,,,,,,,,
5/18/21,5,35.3,64.1,0.2,,0.3,,,0.2,,,,,,,,,
5/18/21,3,96.7,,1.3,,2.0,,,,,,,,,,,,
5/18/21,11,,,27.1,,72.9,,,,,,,,,,,,
5/18/21,7,,,,,100.0,,,,,,,,,,,,
5/19/21,8,,7.2,0.1,75.1,17.6,,,,,,,,,,,,
5/19/21,12,11.5,18.1,0.1,70.2,0.1,,,0.0,,,,,,,,,
5/19/21,16,7.5,4.7,0.0,39.1,5.1,,,,,,43.6,,0.0,,,,
