Agent_ID,LOG_ON_DATE_TIME,REASON_CODE,DURATION
2,2021-03-23 08:29:00,Go To Logout[10025],360
2,2021-03-23 08:29:00,Lunch[10001],163260
18,2021-03-23 08:58:00,Break[10003],55320
18,2021-03-23 08:58:00,Extended Wrap Up[10048],6240
18,2021-03-23 08:58:00,Go To Logout[10025],600
5,2021-03-23 09:00:00,Go To Logout[10025],180
5,2021-03-23 09:00:00,Go To Logout[10025],180
5,2021-03-23 09:00:00,Break[10003],48840
5,2021-03-23 09:00:00,Break[10003],48840
5,2021-03-23 09:00:00,Extended Wrap Up[10048],134160
5,2021-03-23 09:00:00,Extended Wrap Up[10048],134160
5,2021-03-23 09:00:00,Go To Logout[10025],240
5,2021-03-23 09:00:00,Go To Logout[10025],240
5,2021-03-23 09:00:00,Lunch[10001],3120
5,2021-03-23 09:00:00,Lunch[10001],3120
14,2021-03-23 09:11:00,Break[10003],9240
14,2021-03-23 09:11:00,Extended Wrap Up[10048],12000
14,2021-03-23 09:11:00,Go To Logout[10025],780
14,2021-03-23 09:11:00,RONA[32767],13200
7,2021-03-23 12:35:00,Break[10003],54960
7,2021-03-23 12:35:00,Extended Wrap Up[10048],5520
7,2021-03-23 12:35:00,Go To Logout[10025],5100
14,2021-03-23 14:08:00,Break[10003],19020
14,2021-03-23 14:08:00,Extended Wrap Up[10048],7560
14,2021-03-23 14:08:00,Go To Logout[10025],180
12,2021-03-24 07:56:00,Break[10003],30360
12,2021-03-24 07:56:00,Computer Issues[10030],1260
12,2021-03-24 07:56:00,Extended Wrap Up[10048],5040
12,2021-03-24 07:56:00,Lunch[10001],1800
12,2021-03-24 07:56:00,RONA[32767],9960
11,2021-03-24 08:19:00,Administration[11043],6060
11,2021-03-24 08:19:00,Break[10003],42540
11,2021-03-24 08:19:00,Extended Wrap Up[10048],1860
11,2021-03-24 08:19:00,Go To Logout[10025],4320
11,2021-03-24 08:19:00,Lunch[10001],215220
11,2021-03-24 08:19:00,Meeting[10007],143940
13,2021-03-24 08:19:00,Go To Logout[10025],180
13,2021-03-24 08:19:00,RONA[32767],1320
6,2021-03-24 08:25:00,Administration[11043],3060
6,2021-03-24 08:25:00,Break[10003],23520
6,2021-03-24 08:25:00,Extended Wrap Up[10048],87300
6,2021-03-24 08:25:00,Go To Logout[10025],300
6,2021-03-24 08:25:00,Lunch[10001],213960
6,2021-03-24 08:25:00,Meeting[10007],153780
1,2021-03-24 08:26:00,Break[10003],18300
1,2021-03-24 08:26:00,Extended Wrap Up[10048],9360
1,2021-03-24 08:26:00,Go To Logout[10025],420
1,2021-03-24 08:26:00,Lunch[10001],1080
16,2021-03-24 08:26:00,Break[10003],21720
16,2021-03-24 08:26:00,Computer Issues[10030],13380
16,2021-03-24 08:26:00,Extended Wrap Up[10048],31080
16,2021-03-24 08:26:00,Go To Logout[10025],240
16,2021-03-24 08:26:00,Lunch[10001],5580
4,2021-03-24 08:28:00,Break[10003],13740
4,2021-03-24 08:28:00,Go To Logout[10025],420
4,2021-03-24 08:28:00,Lunch[10001],214380
4,2021-03-24 08:28:00,Outbound Calls[32],20220
4,2021-03-24 08:28:00,RONA[32767],240
2,2021-03-24 08:30:00,Break[10003],109680
2,2021-03-24 08:30:00,Extended Wrap Up[10048],8400
2,2021-03-24 08:30:00,Go To Logout[10025],480
2,2021-03-24 08:30:00,Lunch[10001],165060
2,2021-03-24 08:30:00,Meeting[10007],85740
2,2021-03-24 08:30:00,Outbound Calls[32],2760
8,2021-03-24 08:33:00,Break[10003],4740
8,2021-03-24 08:33:00,Extended Wrap Up[10048],42480
8,2021-03-24 08:33:00,Go To Logout[10025],240
8,2021-03-24 08:33:00,Lunch[10001],1800
13,2021-03-24 08:39:00,Administration[11043],180
13,2021-03-24 08:39:00,Break[10003],53820
13,2021-03-24 08:39:00,Extended Wrap Up[10048],121860
13,2021-03-24 08:39:00,Go To Logout[10025],420
13,2021-03-24 08:39:00,Lunch[10001],8100
18,2021-03-24 08:57:00,Break[10003],56340
18,2021-03-24 08:57:00,Extended Wrap Up[10048],12420
18,2021-03-24 08:57:00,Go To Logout[10025],360
5,2021-03-24 08:58:00,Administration[11043],39480
5,2021-03-24 08:58:00,Break[10003],62160
5,2021-03-24 08:58:00,Extended Wrap Up[10048],121080
5,2021-03-24 08:58:00,Go To Logout[10025],180
5,2021-03-24 08:58:00,Lunch[10001],7080
14,2021-03-24 09:08:00,Break[10003],9300
14,2021-03-24 09:08:00,Extended Wrap Up[10048],51720
14,2021-03-24 09:08:00,Go To Logout[10025],240
14,2021-03-24 09:08:00,RONA[32767],1200
12,2021-03-24 13:28:00,Break[10003],30240
12,2021-03-24 13:28:00,Extended Wrap Up[10048],8940
12,2021-03-24 13:28:00,Go To Logout[10025],300
14,2021-03-24 14:05:00,Extended Wrap Up[10048],15240
14,2021-03-24 14:05:00,Go To Logout[10025],180
8,2021-03-25 07:45:00,Break[10003],21360
12,2021-03-25 07:54:00,Break[10003],25320
12,2021-03-25 07:54:00,Computer Issues[10030],44460
12,2021-03-25 07:54:00,Extended Wrap Up[10048],27600
12,2021-03-25 07:54:00,Go To Logout[10025],600
12,2021-03-25 07:54:00,Lunch[10001],3480
12,2021-03-25 07:54:00,Meeting[10007],6960
11,2021-03-25 08:14:00,Break[10003],16980
11,2021-03-25 08:14:00,Go To Logout[10025],540
11,2021-03-25 08:14:00,Lunch[10001],213720
16,2021-03-25 08:18:00,Break[10003],19380
16,2021-03-25 08:18:00,Extended Wrap Up[10048],29520
16,2021-03-25 08:18:00,Lunch[10001],5520
16,2021-03-25 08:18:00,Meeting[10007],2520
13,2021-03-25 08:22:00,Break[10003],56280
13,2021-03-25 08:22:00,Extended Wrap Up[10048],82800
13,2021-03-25 08:22:00,Go To Logout[10025],600
13,2021-03-25 08:22:00,Lunch[10001],11280
13,2021-03-25 08:22:00,RONA[32767],120
6,2021-03-25 08:26:00,Break[10003],28260
6,2021-03-25 08:26:00,Extended Wrap Up[10048],53880
6,2021-03-25 08:26:00,Go To Logout[10025],300
6,2021-03-25 08:26:00,Lunch[10001],3060
1,2021-03-25 08:26:00,Administration[11043],180
1,2021-03-25 08:26:00,Break[10003],20400
1,2021-03-25 08:26:00,Extended Wrap Up[10048],11640
1,2021-03-25 08:26:00,Go To Logout[10025],420
1,2021-03-25 08:26:00,Lunch[10001],3960
4,2021-03-25 08:28:00,Extended Wrap Up[10048],4680
4,2021-03-25 08:28:00,Go To Logout[10025],180
4,2021-03-25 08:28:00,Lunch[10001],210660
4,2021-03-25 08:28:00,RONA[32767],1380
2,2021-03-25 08:29:00,Administration[11043],360
2,2021-03-25 08:29:00,Break[10003],90660
2,2021-03-25 08:29:00,Computer Issues[10030],2280
2,2021-03-25 08:29:00,Go To Logout[10025],420
2,2021-03-25 08:29:00,Lunch[10001],169020
8,2021-03-25 08:55:00,Break[10003],7380
8,2021-03-25 08:55:00,Extended Wrap Up[10048],4740
8,2021-03-25 08:55:00,Lunch[10001],360
18,2021-03-25 08:59:00,Break[10003],54720
18,2021-03-25 08:59:00,Extended Wrap Up[10048],56580
18,2021-03-25 08:59:00,Go To Logout[10025],360
5,2021-03-25 09:04:00,Administration[11043],6420
5,2021-03-25 09:04:00,Break[10003],26580
5,2021-03-25 09:04:00,Extended Wrap Up[10048],134100
5,2021-03-25 09:04:00,Go To Logout[10025],300
5,2021-03-25 09:04:00,Lunch[10001],2640
14,2021-03-25 09:07:00,Extended Wrap Up[10048],19380
14,2021-03-25 09:07:00,Go To Logout[10025],240
7,2021-03-25 12:31:00,Break[10003],53220
7,2021-03-25 12:31:00,Extended Wrap Up[10048],6660
7,2021-03-25 12:31:00,Go To Logout[10025],420
8,2021-03-25 13:28:00,Extended Wrap Up[10048],6600
8,2021-03-25 13:28:00,Go To Logout[10025],300
8,2021-03-25 13:28:00,Outbound Calls[32],11940
14,2021-03-25 14:08:00,Extended Wrap Up[10048],8940
14,2021-03-25 14:08:00,Go To Logout[10025],180
4,2021-03-25 15:46:00,Go To Logout[10025],300
4,2021-03-25 15:46:00,RONA[32767],4320
1,2021-03-25 15:47:00,Go To Logout[10025],180
16,2021-03-25 15:47:00,Extended Wrap Up[10048],2400
16,2021-03-25 15:47:00,Go To Logout[10025],1260
5,2021-03-25 15:47:00,Extended Wrap Up[10048],11640
5,2021-03-25 15:47:00,Go To Logout[10025],240
8,2021-03-25 15:48:00,Go To Logout[10025],180
13,2021-03-25 15:48:00,Extended Wrap Up[10048],600
13,2021-03-25 15:48:00,Go To Logout[10025],420
7,2021-03-25 15:49:00,Extended Wrap Up[10048],23340
7,2021-03-25 15:49:00,Go To Logout[10025],240
14,2021-03-25 15:49:00,Administration[11043],240
14,2021-03-25 15:49:00,Extended Wrap Up[10048],8400
14,2021-03-25 15:49:00,Go To Logout[10025],180
12,2021-03-25 15:49:00,Go To Logout[10025],660
2,2021-03-25 15:50:00,Go To Logout[10025],360
6,2021-03-25 15:51:00,Break[10003],6120
6,2021-03-25 15:51:00,Extended Wrap Up[10048],8760
6,2021-03-25 15:51:00,Go To Logout[10025],300
11,2021-03-25 16:03:00,Go To Logout[10025],240
12,2021-03-26 07:56:00,Break[10003],67980
12,2021-03-26 07:56:00,Extended Wrap Up[10048],28500
12,2021-03-26 07:56:00,Go To Logout[10025],3900
12,2021-03-26 07:56:00,Lunch[10001],4560
7,2021-03-26 08:23:00,Extended Wrap Up[10048],21060
7,2021-03-26 08:23:00,Go To Logout[10025],3180
7,2021-03-26 08:23:00,Lunch[10001],1200
1,2021-03-26 08:25:00,Administration[11043],180
1,2021-03-26 08:25:00,Break[10003],17760
1,2021-03-26 08:25:00,Extended Wrap Up[10048],22920
1,2021-03-26 08:25:00,Go To Logout[10025],300
1,2021-03-26 08:25:00,Lunch[10001],2160
6,2021-03-26 08:26:00,Break[10003],6540
6,2021-03-26 08:26:00,Extended Wrap Up[10048],96420
6,2021-03-26 08:26:00,Go To Logout[10025],540
6,2021-03-26 08:26:00,Lunch[10001],215100
13,2021-03-26 08:27:00,Break[10003],12360
13,2021-03-26 08:27:00,Go To Logout[10025],180
2,2021-03-26 08:29:00,Break[10003],84960
2,2021-03-26 08:29:00,Extended Wrap Up[10048],3000
2,2021-03-26 08:29:00,Go To Logout[10025],360
2,2021-03-26 08:29:00,Lunch[10001],163200
16,2021-03-26 08:30:00,Break[10003],76980
16,2021-03-26 08:30:00,Extended Wrap Up[10048],15480
16,2021-03-26 08:30:00,Go To Logout[10025],240
16,2021-03-26 08:30:00,Lunch[10001],2280
4,2021-03-26 08:31:00,Outbound Calls[32],1800
13,2021-03-26 08:55:00,Break[10003],43320
13,2021-03-26 08:55:00,Extended Wrap Up[10048],30000
18,2021-03-26 08:59:00,Break[10003],57060
18,2021-03-26 08:59:00,Extended Wrap Up[10048],40320
18,2021-03-26 08:59:00,Go To Logout[10025],600
5,2021-03-26 09:01:00,Break[10003],49260
5,2021-03-26 09:01:00,Extended Wrap Up[10048],109260
5,2021-03-26 09:01:00,Go To Logout[10025],180
5,2021-03-26 09:01:00,Lunch[10001],11220
14,2021-03-26 09:08:00,Administration[11043],1020
14,2021-03-26 09:08:00,Break[10003],9660
14,2021-03-26 09:08:00,Extended Wrap Up[10048],36240
14,2021-03-26 09:08:00,Go To Logout[10025],420
4,2021-03-26 10:08:00,Lunch[10001],6720
8,2021-03-26 10:26:00,Break[10003],6120
8,2021-03-26 10:26:00,Extended Wrap Up[10048],10440
8,2021-03-26 10:26:00,Go To Logout[10025],240
8,2021-03-26 10:26:00,Lunch[10001],420
13,2021-03-26 12:13:00,Break[10003],29520
13,2021-03-26 12:13:00,Extended Wrap Up[10048],26340
13,2021-03-26 12:13:00,Go To Logout[10025],300
13,2021-03-26 12:13:00,Lunch[10001],4320
13,2021-03-26 12:13:00,RONA[32767],60
4,2021-03-26 13:22:00,Break[10003],7680
4,2021-03-26 13:22:00,Go To Logout[10025],5100
14,2021-03-26 14:22:00,Break[10003],18600
14,2021-03-26 14:22:00,Extended Wrap Up[10048],42480
14,2021-03-26 14:22:00,Go To Logout[10025],180
8,2021-03-29 07:45:00,Break[10003],7080
8,2021-03-29 07:45:00,Extended Wrap Up[10048],19020
8,2021-03-29 07:45:00,Go To Logout[10025],240
8,2021-03-29 07:45:00,Lunch[10001],1200
4,2021-03-29 07:48:00,Break[10003],10320
4,2021-03-29 07:48:00,Go To Logout[10025],240
4,2021-03-29 07:48:00,Lunch[10001],215100
4,2021-03-29 07:48:00,Outbound Calls[32],3720
1,2021-03-29 08:24:00,Break[10003],37980
1,2021-03-29 08:24:00,Extended Wrap Up[10048],37860
1,2021-03-29 08:24:00,Go To Logout[10025],240
1,2021-03-29 08:24:00,Lunch[10001],1980
11,2021-03-29 08:24:00,Administration[11043],3240
11,2021-03-29 08:24:00,Break[10003],21720
11,2021-03-29 08:24:00,Go To Logout[10025],480
11,2021-03-29 08:24:00,Lunch[10001],1140
11,2021-03-29 08:24:00,Outbound Calls[32],13920
16,2021-03-29 08:25:00,Break[10003],29940
16,2021-03-29 08:25:00,Extended Wrap Up[10048],45480
16,2021-03-29 08:25:00,Go To Logout[10025],240
16,2021-03-29 08:25:00,Lunch[10001],6000
16,2021-03-29 08:25:00,Member Facing Work[11494],120
6,2021-03-29 08:25:00,Break[10003],19500
6,2021-03-29 08:25:00,Extended Wrap Up[10048],82260
6,2021-03-29 08:25:00,Go To Logout[10025],420
6,2021-03-29 08:25:00,Lunch[10001],480
12,2021-03-29 08:30:00,Administration[11043],60
12,2021-03-29 08:30:00,Break[10003],67380
12,2021-03-29 08:30:00,Extended Wrap Up[10048],64260
12,2021-03-29 08:30:00,Go To Logout[10025],660
12,2021-03-29 08:30:00,Lunch[10001],2700
12,2021-03-29 08:30:00,RONA[32767],60
2,2021-03-29 08:31:00,Administration[11043],26640
2,2021-03-29 08:31:00,Break[10003],96120
2,2021-03-29 08:31:00,Go To Logout[10025],360
2,2021-03-29 08:31:00,Lunch[10001],163140
7,2021-03-29 08:33:00,Extended Wrap Up[10048],96420
7,2021-03-29 08:33:00,Go To Logout[10025],840
7,2021-03-29 08:33:00,Lunch[10001],9000
13,2021-03-29 08:39:00,Administration[11043],38820
13,2021-03-29 08:39:00,Break[10003],14160
13,2021-03-29 08:39:00,Computer Issues[10030],1620
13,2021-03-29 08:39:00,Extended Wrap Up[10048],68580
5,2021-03-29 09:02:00,Go To Logout[10025],240
5,2021-03-29 09:02:00,Go To Logout[10025],240
5,2021-03-29 09:02:00,Administration[11043],240
5,2021-03-29 09:02:00,Administration[11043],240
5,2021-03-29 09:02:00,Break[10003],75780
5,2021-03-29 09:02:00,Break[10003],75780
5,2021-03-29 09:02:00,Extended Wrap Up[10048],142680
5,2021-03-29 09:02:00,Extended Wrap Up[10048],142680
5,2021-03-29 09:02:00,Go To Logout[10025],180
5,2021-03-29 09:02:00,Go To Logout[10025],180
5,2021-03-29 09:02:00,Lunch[10001],1740
5,2021-03-29 09:02:00,Lunch[10001],1740
14,2021-03-29 09:12:00,Break[10003],11280
14,2021-03-29 09:12:00,Extended Wrap Up[10048],109800
14,2021-03-29 09:12:00,Go To Logout[10025],240
18,2021-03-29 09:58:00,Break[10003],55140
18,2021-03-29 09:58:00,Extended Wrap Up[10048],24240
18,2021-03-29 09:58:00,Go To Logout[10025],480
13,2021-03-29 11:43:00,Break[10003],7500
13,2021-03-29 11:43:00,Computer Issues[10030],60
13,2021-03-29 11:43:00,Extended Wrap Up[10048],26940
13,2021-03-29 11:43:00,Go To Logout[10025],300
13,2021-03-29 11:43:00,Lunch[10001],5760
14,2021-03-29 14:29:00,Break[10003],10200
14,2021-03-29 14:29:00,Extended Wrap Up[10048],57900
14,2021-03-29 14:29:00,Go To Logout[10025],180
8,2021-03-30 07:45:00,Break[10003],7260
8,2021-03-30 07:45:00,Extended Wrap Up[10048],42420
8,2021-03-30 07:45:00,Go To Logout[10025],240
8,2021-03-30 07:45:00,Lunch[10001],840
4,2021-03-30 07:45:00,Go To Logout[10025],360
4,2021-03-30 07:45:00,Lunch[10001],210120
4,2021-03-30 07:45:00,Outbound Calls[32],12240
4,2021-03-30 07:45:00,RONA[32767],7380
11,2021-03-30 07:51:00,Break[10003],44400
11,2021-03-30 07:51:00,Extended Wrap Up[10048],26580
11,2021-03-30 07:51:00,Go To Logout[10025],240
11,2021-03-30 07:51:00,Lunch[10001],3720
11,2021-03-30 07:51:00,Outbound Calls[32],1800
6,2021-03-30 08:25:00,Administration[11043],0
6,2021-03-30 08:25:00,Break[10003],15420
6,2021-03-30 08:25:00,Extended Wrap Up[10048],134580
6,2021-03-30 08:25:00,Go To Logout[10025],300
6,2021-03-30 08:25:00,Lunch[10001],1500
16,2021-03-30 08:27:00,Break[10003],35880
16,2021-03-30 08:27:00,Extended Wrap Up[10048],28680
16,2021-03-30 08:27:00,Go To Logout[10025],240
16,2021-03-30 08:27:00,Lunch[10001],3780
16,2021-03-30 08:27:00,Meeting[10007],145320
2,2021-03-30 08:29:00,Break[10003],146760
2,2021-03-30 08:29:00,Go To Logout[10025],420
2,2021-03-30 08:29:00,Lunch[10001],163140
1,2021-03-30 08:30:00,Administration[11043],92760
1,2021-03-30 08:30:00,Break[10003],6780
1,2021-03-30 08:30:00,Extended Wrap Up[10048],45960
1,2021-03-30 08:30:00,Go To Logout[10025],360
1,2021-03-30 08:30:00,Lunch[10001],1140
1,2021-03-30 08:30:00,RONA[32767],360
12,2021-03-30 08:30:00,Break[10003],43620
12,2021-03-30 08:30:00,Extended Wrap Up[10048],46560
12,2021-03-30 08:30:00,Go To Logout[10025],480
12,2021-03-30 08:30:00,Lunch[10001],300
12,2021-03-30 08:30:00,RONA[32767],120
5,2021-03-30 09:01:00,Break[10003],72420
5,2021-03-30 09:01:00,Extended Wrap Up[10048],103320
5,2021-03-30 09:01:00,Go To Logout[10025],240
5,2021-03-30 09:01:00,Lunch[10001],12300
5,2021-03-30 09:01:00,RONA[32767],120
14,2021-03-30 09:10:00,Break[10003],37860
14,2021-03-30 09:10:00,Extended Wrap Up[10048],54420
14,2021-03-30 09:10:00,Go To Logout[10025],180
18,2021-03-30 09:58:00,Break[10003],54540
18,2021-03-30 09:58:00,Extended Wrap Up[10048],68520
18,2021-03-30 09:58:00,Go To Logout[10025],300
7,2021-03-30 13:01:00,Break[10003],54240
7,2021-03-30 13:01:00,Extended Wrap Up[10048],31500
7,2021-03-30 13:01:00,Go To Logout[10025],300
14,2021-03-30 14:12:00,Administration[11043],1860
14,2021-03-30 14:12:00,Break[10003],9240
14,2021-03-30 14:12:00,Extended Wrap Up[10048],37800
14,2021-03-30 14:12:00,Go To Logout[10025],240
14,2021-03-30 14:12:00,RONA[32767],900
8,2021-03-31 07:45:00,Extended Wrap Up[10048],33960
8,2021-03-31 07:45:00,Go To Logout[10025],240
8,2021-03-31 07:45:00,Lunch[10001],215940
4,2021-03-31 07:47:00,Go To Logout[10025],240
4,2021-03-31 07:47:00,Lunch[10001],210840
4,2021-03-31 07:47:00,RONA[32767],3960
11,2021-03-31 08:23:00,Administration[11043],11820
11,2021-03-31 08:23:00,Break[10003],35940
11,2021-03-31 08:23:00,Go To Logout[10025],300
11,2021-03-31 08:23:00,Lunch[10001],215580
11,2021-03-31 08:23:00,Meeting[10007],91020
13,2021-03-31 08:25:00,Administration[11043],180
13,2021-03-31 08:25:00,Break[10003],78060
13,2021-03-31 08:25:00,Extended Wrap Up[10048],53940
13,2021-03-31 08:25:00,Go To Logout[10025],180
13,2021-03-31 08:25:00,Lunch[10001],1920
16,2021-03-31 08:26:00,Extended Wrap Up[10048],1860
6,2021-03-31 08:27:00,Administration[11043],0
6,2021-03-31 08:27:00,Break[10003],25260
6,2021-03-31 08:27:00,Extended Wrap Up[10048],75420
6,2021-03-31 08:27:00,Go To Logout[10025],360
6,2021-03-31 08:27:00,Lunch[10001],360
6,2021-03-31 08:27:00,Meeting[10007],85440
2,2021-03-31 08:29:00,Break[10003],93540
2,2021-03-31 08:29:00,Extended Wrap Up[10048],2880
2,2021-03-31 08:29:00,Go To Logout[10025],480
2,2021-03-31 08:29:00,Lunch[10001],163620
1,2021-03-31 08:30:00,Administration[11043],1860
1,2021-03-31 08:30:00,Break[10003],19380
1,2021-03-31 08:30:00,Extended Wrap Up[10048],20280
1,2021-03-31 08:30:00,Lunch[10001],1740
12,2021-03-31 08:33:00,Break[10003],43560
12,2021-03-31 08:33:00,Extended Wrap Up[10048],21600
12,2021-03-31 08:33:00,Go To Logout[10025],240
12,2021-03-31 08:33:00,Lunch[10001],2220
5,2021-03-31 09:02:00,Break[10003],57060
5,2021-03-31 09:02:00,Extended Wrap Up[10048],67980
5,2021-03-31 09:02:00,Go To Logout[10025],180
5,2021-03-31 09:02:00,Lunch[10001],5580
14,2021-03-31 09:09:00,Break[10003],9540
14,2021-03-31 09:09:00,Computer Issues[10030],840
14,2021-03-31 09:09:00,Extended Wrap Up[10048],24720
14,2021-03-31 09:09:00,Go To Logout[10025],240
18,2021-03-31 09:59:00,Break[10003],54900
18,2021-03-31 09:59:00,Extended Wrap Up[10048],30300
18,2021-03-31 09:59:00,Go To Logout[10025],420
16,2021-03-31 10:10:00,Break[10003],52200
16,2021-03-31 10:10:00,Extended Wrap Up[10048],2040
16,2021-03-31 10:10:00,Go To Logout[10025],180
16,2021-03-31 10:10:00,Lunch[10001],21780
7,2021-03-31 12:33:00,Break[10003],57480
7,2021-03-31 12:33:00,Extended Wrap Up[10048],19440
7,2021-03-31 12:33:00,Go To Logout[10025],420
14,2021-03-31 14:14:00,Break[10003],44880
14,2021-03-31 14:14:00,Extended Wrap Up[10048],5820
14,2021-03-31 14:14:00,Go To Logout[10025],120
1,2021-03-31 15:28:00,Go To Logout[10025],180
8,2021-04-01 07:45:00,Extended Wrap Up[10048],42240
8,2021-04-01 07:45:00,Go To Logout[10025],420
8,2021-04-01 07:45:00,Lunch[10001],1680
4,2021-04-01 07:45:00,Break[10003],9000
4,2021-04-01 07:45:00,Lunch[10001],900
4,2021-04-01 07:45:00,RONA[32767],14820
1,2021-04-01 08:20:00,Break[10003],21600
1,2021-04-01 08:20:00,Extended Wrap Up[10048],3600
1,2021-04-01 08:20:00,Lunch[10001],540
6,2021-04-01 08:25:00,Break[10003],26580
6,2021-04-01 08:25:00,Extended Wrap Up[10048],75540
6,2021-04-01 08:25:00,Go To Logout[10025],420
6,2021-04-01 08:25:00,Lunch[10001],2220
16,2021-04-01 08:25:00,Administration[11043],180
16,2021-04-01 08:25:00,Break[10003],65400
16,2021-04-01 08:25:00,Extended Wrap Up[10048],22260
16,2021-04-01 08:25:00,Go To Logout[10025],180
16,2021-04-01 08:25:00,Lunch[10001],1560
13,2021-04-01 08:26:00,Break[10003],76200
13,2021-04-01 08:26:00,Extended Wrap Up[10048],89220
13,2021-04-01 08:26:00,Go To Logout[10025],900
13,2021-04-01 08:26:00,Lunch[10001],214740
13,2021-04-01 08:26:00,RONA[32767],420
13,2021-04-01 08:26:00,Training[10005],120
11,2021-04-01 08:26:00,Break[10003],49320
11,2021-04-01 08:26:00,Go To Logout[10025],240
11,2021-04-01 08:26:00,Lunch[10001],213840
2,2021-04-01 08:29:00,Break[10003],77280
2,2021-04-01 08:29:00,Extended Wrap Up[10048],9600
2,2021-04-01 08:29:00,Go To Logout[10025],300
2,2021-04-01 08:29:00,Lunch[10001],163020
12,2021-04-01 08:30:00,Break[10003],35040
12,2021-04-01 08:30:00,Extended Wrap Up[10048],55860
12,2021-04-01 08:30:00,Go To Logout[10025],180
12,2021-04-01 08:30:00,Lunch[10001],9600
5,2021-04-01 09:01:00,Administration[11043],1140
5,2021-04-01 09:01:00,Break[10003],60780
5,2021-04-01 09:01:00,Extended Wrap Up[10048],95640
5,2021-04-01 09:01:00,Go To Logout[10025],300
5,2021-04-01 09:01:00,Lunch[10001],3480
14,2021-04-01 09:12:00,Extended Wrap Up[10048],5580
14,2021-04-01 09:12:00,Go To Logout[10025],180
18,2021-04-01 09:59:00,Break[10003],57240
18,2021-04-01 09:59:00,Extended Wrap Up[10048],45600
18,2021-04-01 09:59:00,Go To Logout[10025],300
18,2021-04-01 09:59:00,Lunch[10001],240
4,2021-04-01 12:02:00,Go To Logout[10025],180
4,2021-04-01 12:02:00,RONA[32767],1980
14,2021-04-01 14:08:00,Extended Wrap Up[10048],10020
14,2021-04-01 14:08:00,Go To Logout[10025],180
8,2021-04-02 07:45:00,Extended Wrap Up[10048],38400
8,2021-04-02 07:45:00,Go To Logout[10025],240
8,2021-04-02 07:45:00,Lunch[10001],1140
4,2021-04-02 07:45:00,Go To Logout[10025],240
11,2021-04-02 08:23:00,Break[10003],15840
11,2021-04-02 08:23:00,Lunch[10001],133200
6,2021-04-02 08:25:00,Break[10003],18420
6,2021-04-02 08:25:00,Extended Wrap Up[10048],89220
6,2021-04-02 08:25:00,Go To Logout[10025],360
6,2021-04-02 08:25:00,Lunch[10001],660
1,2021-04-02 08:26:00,Break[10003],18240
1,2021-04-02 08:26:00,Extended Wrap Up[10048],31500
1,2021-04-02 08:26:00,Go To Logout[10025],1860
1,2021-04-02 08:26:00,Lunch[10001],4800
7,2021-04-02 08:26:00,Extended Wrap Up[10048],70980
7,2021-04-02 08:26:00,Go To Logout[10025],600
7,2021-04-02 08:26:00,Lunch[10001],1140
7,2021-04-02 08:26:00,Meeting[10007],170220
13,2021-04-02 08:26:00,Break[10003],57480
13,2021-04-02 08:26:00,Extended Wrap Up[10048],24540
13,2021-04-02 08:26:00,Lunch[10001],154140
12,2021-04-02 08:28:00,Extended Wrap Up[10048],15000
12,2021-04-02 08:28:00,RONA[32767],240
2,2021-04-02 08:30:00,Break[10003],116940
2,2021-04-02 08:30:00,Go To Logout[10025],360
2,2021-04-02 08:30:00,Lunch[10001],163320
5,2021-04-02 09:03:00,Break[10003],52560
5,2021-04-02 09:03:00,Extended Wrap Up[10048],60540
5,2021-04-02 09:03:00,Go To Logout[10025],240
5,2021-04-02 09:03:00,Lunch[10001],2760
5,2021-04-02 09:03:00,RONA[32767],180
14,2021-04-02 09:10:00,Extended Wrap Up[10048],62880
14,2021-04-02 09:10:00,Go To Logout[10025],120
18,2021-04-02 10:00:00,Break[10003],56100
18,2021-04-02 10:00:00,Go To Logout[10025],300
12,2021-04-02 10:36:00,Break[10003],72600
12,2021-04-02 10:36:00,Extended Wrap Up[10048],23220
12,2021-04-02 10:36:00,Go To Logout[10025],2220
12,2021-04-02 10:36:00,Lunch[10001],1620
4,2021-04-02 11:05:00,Break[10003],4500
4,2021-04-02 11:05:00,Go To Logout[10025],300
4,2021-04-02 11:05:00,Lunch[10001],214740
11,2021-04-02 13:00:00,Break[10003],20220
11,2021-04-02 13:00:00,Extended Wrap Up[10048],28080
11,2021-04-02 13:00:00,Go To Logout[10025],3840
13,2021-04-02 13:05:00,Administration[11043],145800
13,2021-04-02 13:05:00,Break[10003],14640
13,2021-04-02 13:05:00,Extended Wrap Up[10048],18060
13,2021-04-02 13:05:00,Go To Logout[10025],1740
13,2021-04-02 13:05:00,RONA[32767],120
14,2021-04-02 14:11:00,Break[10003],42840
14,2021-04-02 14:11:00,Extended Wrap Up[10048],3180
14,2021-04-02 14:11:00,Go To Logout[10025],180
8,2021-04-05 07:45:00,Extended Wrap Up[10048],19500
8,2021-04-05 07:45:00,Lunch[10001],214860
16,2021-04-05 07:51:00,Break[10003],49260
16,2021-04-05 07:51:00,Extended Wrap Up[10048],35580
16,2021-04-05 07:51:00,Go To Logout[10025],240
16,2021-04-05 07:51:00,Lunch[10001],12900
16,2021-04-05 07:51:00,Outbound Calls[32],300
12,2021-04-05 07:53:00,Break[10003],53160
12,2021-04-05 07:53:00,Extended Wrap Up[10048],59460
12,2021-04-05 07:53:00,Go To Logout[10025],240
12,2021-04-05 07:53:00,Lunch[10001],8100
